"","ID1","ID2","realHWI","quantile975","affiliation975","medianHWI","meanHWI","HRO","relatedness","kintype","parent_offspring","agediff","yrsoverlap","adult_yrsoverlap","joint_sightings"
"1","ID001","ID002",0,0.0244054879,FALSE,0,0.000831014012253004,0.071058604773367,0,"unrelated","N",4,12,8,67
"3","ID002","ID001",0,0.0244054879,FALSE,0,0.000831014012253004,0.071058604773367,0,"unrelated","N",4,12,8,67
"5","ID004","ID001",0,0.076923077,FALSE,0,0.0193164486956824,0.681698645703542,0,"unrelated","N",10,4,NA,60
"7","ID001","ID004",0,0.076923077,FALSE,0,0.0193164486956824,0.681698645703542,0,"unrelated","N",10,4,NA,60
"9","ID001","ID008",0,0.051612903,FALSE,0.0136986301369863,0.0186570004668139,0.701738114558236,0,"unrelated","N",4,12,8,166
"11","ID008","ID001",0,0.051612903,FALSE,0.0136986301369863,0.0186570004668139,0.701738114558236,0,"unrelated","N",4,12,8,166
"13","ID001","ID012",0,0.04494382,FALSE,0,0.00892484520629216,0.424771999543902,0.01,"unrelated","N",29,10,5,70
"15","ID012","ID001",0,0.04494382,FALSE,0,0.00892484520629216,0.424771999543902,0.01,"unrelated","N",29,10,5,70
"17","ID013","ID001",0,0.053351351025,FALSE,0,0.0141312933876254,0.789666171659381,0,"unrelated","N",11,12,8,67
"19","ID001","ID013",0,0.053351351025,FALSE,0,0.0141312933876254,0.789666171659381,0,"unrelated","N",11,12,8,67
"21","ID014","ID001",0,0.0277875589,FALSE,0,0.00474175025332894,0.370287626812074,0,"unrelated","N",14,12,8,56
"23","ID001","ID014",0,0.0277875589,FALSE,0,0.00474175025332894,0.370287626812074,0,"unrelated","N",14,12,8,56
"25","ID001","ID015",0,0.025974026,FALSE,0,0.00137224719532447,0.101454914864489,0,"unrelated","N",3,12,8,75
"27","ID015","ID001",0,0.025974026,FALSE,0,0.00137224719532447,0.101454914864489,0,"unrelated","N",3,12,8,75
"29","ID018","ID001",0.0888888888888889,0.057142857,TRUE,0.0173913043478261,0.0175947100905187,0.873440974081876,0.0342,"unrelated","N",0,12,8,82
"31","ID001","ID018",0.0888888888888889,0.057142857,TRUE,0.0173913043478261,0.0175947100905187,0.873440974081876,0.0342,"unrelated","N",0,12,8,82
"33","ID020","ID001",0.00727272727272727,0.0446580073,FALSE,0.0180995475113122,0.016587325368639,0.391169729936189,0,"unrelated","N",9,12,8,269
"35","ID001","ID020",0.00727272727272727,0.0446580073,FALSE,0.0180995475113122,0.016587325368639,0.391169729936189,0,"unrelated","N",9,12,8,269
"37","ID021","ID001",0,0.040816327,FALSE,0,0.00971737482383975,0.446296641809546,0,"unrelated","N",1,12,8,90
"39","ID001","ID021",0,0.040816327,FALSE,0,0.00971737482383975,0.446296641809546,0,"unrelated","N",1,12,8,90
"41","ID022","ID001",0,0.0571848738,FALSE,0,0.0134571761575978,0.749550801678108,0,"unrelated","N",19,12,8,65
"43","ID001","ID022",0,0.0571848738,FALSE,0,0.0134571761575978,0.749550801678108,0,"unrelated","N",19,12,8,65
"45","ID027","ID001",0,0.053583494625,FALSE,0.017021584818195,0.0140290405551897,0.821884087968167,0.0025,"unrelated","N",31,12,8,103
"47","ID001","ID027",0,0.053583494625,FALSE,0.017021584818195,0.0140290405551897,0.821884087968167,0.0025,"unrelated","N",31,12,8,103
"49","ID029","ID001",0,0.045112782,FALSE,0.013986013986014,0.0123042166270059,0.379237787956309,0,"unrelated","N",2,12,8,145
"51","ID001","ID029",0,0.045112782,FALSE,0.013986013986014,0.0123042166270059,0.379237787956309,0,"unrelated","N",2,12,8,145
"53","ID001","ID030",0,0.029411765,FALSE,0,0.00124634664932001,0.14799792092078,0,"unrelated","N",19,11,7,49
"55","ID030","ID001",0,0.029411765,FALSE,0,0.00124634664932001,0.14799792092078,0,"unrelated","N",19,11,7,49
"57","ID031","ID001",0,0.05455168165,FALSE,0,0.0138993334373466,0.410602875103029,0,"unrelated","N",9,5,NA,70
"59","ID001","ID031",0,0.05455168165,FALSE,0,0.0138993334373466,0.410602875103029,0,"unrelated","N",9,5,NA,70
"61","ID001","ID034",0,0.040020408175,FALSE,0,0.00513864923301713,0.360987849960742,0,"unrelated","N",2,12,8,63
"63","ID034","ID001",0,0.040020408175,FALSE,0,0.00513864923301713,0.360987849960742,0,"unrelated","N",2,12,8,63
"65","ID001","ID035",0,0.038834951,FALSE,0,0.00697909733261404,0.403562134899601,0.0051,"unrelated","N",4,12,8,82
"67","ID035","ID001",0,0.038834951,FALSE,0,0.00697909733261404,0.403562134899601,0.0051,"unrelated","N",4,12,8,82
"69","ID001","ID036",0.0909090909090909,0.053583494625,TRUE,0.0176991150442478,0.0153881264400535,0.91713817276575,0.0924,"distant","N",1,12,7,61
"71","ID036","ID001",0.0909090909090909,0.053583494625,TRUE,0.0176991150442478,0.0153881264400535,0.91713817276575,0.0924,"distant","N",1,12,7,61
"73","ID037","ID001",0,0.032786885,FALSE,0,0.00250005969116899,0.185081570281089,0.0234,"unrelated","N",3,10,5,49
"75","ID001","ID037",0,0.032786885,FALSE,0,0.00250005969116899,0.185081570281089,0.0234,"unrelated","N",3,10,5,49
"77","ID038","ID001",0,0.029850746,FALSE,0,0.00338306780692185,0.331640821688137,0.0178,"unrelated","N",20,10,5,65
"79","ID001","ID038",0,0.029850746,FALSE,0,0.00338306780692185,0.331640821688137,0.0178,"unrelated","N",20,10,5,65
"81","ID041","ID001",0,0.0312624008,FALSE,0,0.0054217718371667,0.371185925932037,0,"unrelated","N",22,12,8,82
"83","ID001","ID041",0,0.0312624008,FALSE,0,0.0054217718371667,0.371185925932037,0,"unrelated","N",22,12,8,82
"85","ID001","ID042",0,0.0667241382499999,FALSE,0,0.0167582873713366,0.814545537004016,0.0317,"unrelated","N",25,12,8,61
"87","ID042","ID001",0,0.0667241382499999,FALSE,0,0.0167582873713366,0.814545537004016,0.0317,"unrelated","N",25,12,8,61
"89","ID001","ID044",0,0,FALSE,0,0.000238674560733384,0.075558608960411,0,"unrelated","N",6,7,NA,49
"91","ID044","ID001",0,0,FALSE,0,0.000238674560733384,0.075558608960411,0,"unrelated","N",6,7,NA,49
"93","ID001","ID045",0,0.0334345791249999,FALSE,0,0.00556400280866759,0.527183667775196,3e-04,"unrelated","N",4,12,8,52
"95","ID045","ID001",0,0.0334345791249999,FALSE,0,0.00556400280866759,0.527183667775196,3e-04,"unrelated","N",4,12,8,52
"97","ID001","ID046",0.0377358490566038,0.068965517,FALSE,0,0.0140910826454893,0.789564194906506,0.0162,"unrelated","N",17,9,4,49
"99","ID046","ID001",0.0377358490566038,0.068965517,FALSE,0,0.0140910826454893,0.789564194906506,0.0162,"unrelated","N",17,9,4,49
"101","ID049","ID001",0,0.054054054,FALSE,0.0163934426229508,0.0157920832689326,0.823843602515843,0.0217,"unrelated","N",1,12,8,139
"103","ID001","ID049",0,0.054054054,FALSE,0.0163934426229508,0.0157920832689326,0.823843602515843,0.0217,"unrelated","N",1,12,8,139
"105","ID050","ID001",0,0.038834951,FALSE,0,0.00738432027292363,0.352528600958329,0.0142,"unrelated","N",1,12,7,52
"107","ID001","ID050",0,0.038834951,FALSE,0,0.00738432027292363,0.352528600958329,0.0142,"unrelated","N",1,12,7,52
"109","ID051","ID001",0,0.038470873325,FALSE,0,0.0109156966463429,0.428856535285629,0,"unrelated","N",12,12,8,87
"111","ID001","ID051",0,0.038470873325,FALSE,0,0.0109156966463429,0.428856535285629,0,"unrelated","N",12,12,8,87
"113","ID001","ID052",0,0.041666667,FALSE,0,0.00804180215743796,0.509758715231123,0,"unrelated","N",7,12,8,74
"115","ID052","ID001",0,0.041666667,FALSE,0,0.00804180215743796,0.509758715231123,0,"unrelated","N",7,12,8,74
"117","ID001","ID053",0,0.0556159424499999,FALSE,0,0.0133876492585508,0.777766050405729,0,"unrelated","N",1,12,8,75
"119","ID053","ID001",0,0.0556159424499999,FALSE,0,0.0133876492585508,0.777766050405729,0,"unrelated","N",1,12,8,75
"121","ID054","ID001",0,0.046511628,FALSE,0,0.00719681586735324,0.461947140422813,0.0027,"unrelated","N",15,12,8,71
"123","ID001","ID054",0,0.046511628,FALSE,0,0.00719681586735324,0.461947140422813,0.0027,"unrelated","N",15,12,8,71
"125","ID055","ID001",0,0.056338028,FALSE,0,0.0093212867536629,0.626356036532045,0.003,"unrelated","N",12,12,8,52
"127","ID001","ID055",0,0.056338028,FALSE,0,0.0093212867536629,0.626356036532045,0.003,"unrelated","N",12,12,8,52
"129","ID001","ID056",0,0,FALSE,0,0.000590644326417899,0.107048732337076,0,"unrelated","N",5,12,8,50
"131","ID056","ID001",0,0,FALSE,0,0.000590644326417899,0.107048732337076,0,"unrelated","N",5,12,8,50
"133","ID001","ID057",0,0.0674348822,FALSE,0.019047619047619,0.0168826705138908,0.833935761381429,0.0057,"unrelated","N",15,10,5,105
"135","ID057","ID001",0,0.0674348822,FALSE,0.019047619047619,0.0168826705138908,0.833935761381429,0.0057,"unrelated","N",15,10,5,105
"137","ID001","ID058",0,0.04256463005,FALSE,0,0.00843492166494079,0.464282557397224,0.0679,"distant","N",4,12,8,83
"139","ID058","ID001",0,0.04256463005,FALSE,0,0.00843492166494079,0.464282557397224,0.0679,"distant","N",4,12,8,83
"141","ID001","ID059",0.0481927710843374,0.0667441863749999,FALSE,0.0209429824561404,0.0188692260957837,0.53876461882188,0,"unrelated","N",10,4,NA,77
"143","ID059","ID001",0.0481927710843374,0.0667441863749999,FALSE,0.0209429824561404,0.0188692260957837,0.53876461882188,0,"unrelated","N",10,4,NA,77
"145","ID061","ID001",0,0.045454545,FALSE,0,0.00968432046626419,0.416060709832703,0.0015,"unrelated","N",5,9,3,79
"147","ID001","ID061",0,0.045454545,FALSE,0,0.00968432046626419,0.416060709832703,0.0015,"unrelated","N",5,9,3,79
"149","ID001","ID062",0,0.047058824,FALSE,0,0.0119692763939863,0.479638180587451,0.003,"unrelated","N",8,7,NA,100
"151","ID062","ID001",0,0.047058824,FALSE,0,0.0119692763939863,0.479638180587451,0.003,"unrelated","N",8,7,NA,100
"153","ID001","ID063",0,0.0437279232,FALSE,0.0112994350282486,0.0161561446445079,0.390227715986854,0.0285,"unrelated","N",25,12,7,242
"155","ID063","ID001",0,0.0437279232,FALSE,0.0112994350282486,0.0161561446445079,0.390227715986854,0.0285,"unrelated","N",25,12,7,242
"157","ID064","ID001",0.00796812749003984,0.04519774,FALSE,0.0123078088313262,0.0154755464566797,0.604556437303683,0,"unrelated","N",2,12,6,245
"159","ID001","ID064",0.00796812749003984,0.04519774,FALSE,0.0123078088313262,0.0154755464566797,0.604556437303683,0,"unrelated","N",2,12,6,245
"161","ID066","ID001",0,0.054813546875,FALSE,0,0.0105574597999592,0.797833886743033,0.0417,"distant","N",8,12,8,50
"163","ID001","ID066",0,0.054813546875,FALSE,0,0.0105574597999592,0.797833886743033,0.0417,"distant","N",8,12,8,50
"165","ID073","ID001",0,0.04652993965,FALSE,0.0137931034482759,0.0114296312319483,0.518381613256219,0,"unrelated","N",29,12,8,132
"167","ID001","ID073",0,0.04652993965,FALSE,0.0137931034482759,0.0114296312319483,0.518381613256219,0,"unrelated","N",29,12,8,132
"169","ID074","ID001",0.0816326530612245,0.054794521,TRUE,0,0.0116074641741771,0.885625731609621,0,"unrelated","N",24,12,8,46
"171","ID001","ID074",0.0816326530612245,0.054794521,TRUE,0,0.0116074641741771,0.885625731609621,0,"unrelated","N",24,12,8,46
"173","ID001","ID076",0,0.023809524,FALSE,0,0.00215954553430308,0.158444650963797,0.0158,"unrelated","N",14,12,8,61
"175","ID076","ID001",0,0.023809524,FALSE,0,0.00215954553430308,0.158444650963797,0.0158,"unrelated","N",14,12,8,61
"177","ID001","ID078",0,0.025641026,FALSE,0,0.00148211073466621,0.168010546456652,9e-04,"unrelated","N",20,12,8,73
"179","ID078","ID001",0,0.025641026,FALSE,0,0.00148211073466621,0.168010546456652,9e-04,"unrelated","N",20,12,8,73
"181","ID001","ID079",0,0,FALSE,0,0.000469165330143378,0.0956331482530935,0,"unrelated","N",2,12,8,65
"183","ID079","ID001",0,0,FALSE,0,0.000469165330143378,0.0956331482530935,0,"unrelated","N",2,12,8,65
"185","ID080","ID001",0,0.035714286,FALSE,0,0.00498249167180069,0.300904846545062,0,"unrelated","N",16,10,5,54
"187","ID001","ID080",0,0.035714286,FALSE,0,0.00498249167180069,0.300904846545062,0,"unrelated","N",16,10,5,54
"189","ID001","ID081",0.032258064516129,0.061538462,FALSE,0,0.0129786058085593,0.766199805380571,0,"unrelated","N",24,11,7,60
"191","ID081","ID001",0.032258064516129,0.061538462,FALSE,0,0.0129786058085593,0.766199805380571,0,"unrelated","N",24,11,7,60
"193","ID083","ID001",0,0.000581395349999471,FALSE,0,0.000710436531768526,0.0778332393198986,0.0063,"unrelated","N",0,12,8,63
"195","ID001","ID083",0,0.000581395349999471,FALSE,0,0.000710436531768526,0.0778332393198986,0.0063,"unrelated","N",0,12,8,63
"197","ID001","ID084",0.0689655172413793,0.055045872,TRUE,0.0165289256198347,0.0147223554282977,0.907102870092987,0.035,"unrelated","N",1,12,8,54
"199","ID084","ID001",0.0689655172413793,0.055045872,TRUE,0.0165289256198347,0.0147223554282977,0.907102870092987,0.035,"unrelated","N",1,12,8,54
"201","ID001","ID086",0,0.048780488,FALSE,0.0150375939849624,0.0139032177605884,0.636535430859392,0,"unrelated","N",2,12,6,105
"203","ID086","ID001",0,0.048780488,FALSE,0.0150375939849624,0.0139032177605884,0.636535430859392,0,"unrelated","N",2,12,6,105
"205","ID001","ID087",0.0191387559808612,0.056497175,FALSE,0.013986013986014,0.019900265666245,0.70203266344697,0,"unrelated","N",3,12,8,197
"207","ID087","ID001",0.0191387559808612,0.056497175,FALSE,0.013986013986014,0.019900265666245,0.70203266344697,0,"unrelated","N",3,12,8,197
"209","ID089","ID001",0.0754716981132075,0.055555556,TRUE,0,0.0114522398070902,0.891034093724405,0,"unrelated","N",13,12,8,49
"211","ID001","ID089",0.0754716981132075,0.055555556,TRUE,0,0.0114522398070902,0.891034093724405,0,"unrelated","N",13,12,8,49
"213","ID001","ID091",0.0606060606060606,0.05826670455,TRUE,0.0178571428571429,0.01787115334749,0.844058381796587,0.0018,"unrelated","N",5,10,3,93
"215","ID091","ID001",0.0606060606060606,0.05826670455,TRUE,0.0178571428571429,0.01787115334749,0.844058381796587,0.0018,"unrelated","N",5,10,3,93
"217","ID092","ID001",0.019047619047619,0.056737589,FALSE,0.0163268026122884,0.0173395359745555,0.831766622365901,0.016,"unrelated","N",1,12,7,102
"219","ID001","ID092",0.019047619047619,0.056737589,FALSE,0.0163268026122884,0.0173395359745555,0.831766622365901,0.016,"unrelated","N",1,12,7,102
"221","ID093","ID001",0,0.054833108675,FALSE,0,0.0127871330619061,0.765033291101103,0.033,"unrelated","N",12,12,8,55
"223","ID001","ID093",0,0.054833108675,FALSE,0,0.0127871330619061,0.765033291101103,0.033,"unrelated","N",12,12,8,55
"225","ID095","ID001",0,0.02533289525,FALSE,0,0.000836864134903337,0.110509489059683,0,"unrelated","N",11,12,8,54
"227","ID001","ID095",0,0.02533289525,FALSE,0,0.000836864134903337,0.110509489059683,0,"unrelated","N",11,12,8,54
"229","ID097","ID001",0,0,FALSE,0,0.000722944958490508,0.139248347827313,0.0012,"unrelated","N",29,9,4,43
"231","ID001","ID097",0,0,FALSE,0,0.000722944958490508,0.139248347827313,0.0012,"unrelated","N",29,9,4,43
"233","ID098","ID001",0,0.050632911,FALSE,0,0.0135872391546317,0.891708983043486,0.0086,"unrelated","N",3,11,7,70
"235","ID001","ID098",0,0.050632911,FALSE,0,0.0135872391546317,0.891708983043486,0.0086,"unrelated","N",3,11,7,70
"237","ID099","ID001",0,0.05264912285,FALSE,0,0.0135730539093774,0.807848506879957,0,"unrelated","N",14,12,8,75
"239","ID001","ID099",0,0.05264912285,FALSE,0,0.0135730539093774,0.807848506879957,0,"unrelated","N",14,12,8,75
"241","ID100","ID001",0.0645161290322581,0.058823529,TRUE,0,0.0143768162667316,0.919825321517161,0,"unrelated","N",15,12,8,58
"243","ID001","ID100",0.0645161290322581,0.058823529,TRUE,0,0.0143768162667316,0.919825321517161,0,"unrelated","N",15,12,8,58
"245","ID001","ID102",0,0.02326265395,FALSE,0,0.000777678259329699,0.124318331485223,0,"unrelated","N",10,12,8,53
"247","ID102","ID001",0,0.02326265395,FALSE,0,0.000777678259329699,0.124318331485223,0,"unrelated","N",10,12,8,53
"249","ID001","ID104",0.0338983050847458,0.064516129,FALSE,0.0194174757281553,0.0178877821109856,0.917684811865902,0.0557,"distant","N",2,12,8,57
"251","ID104","ID001",0.0338983050847458,0.064516129,FALSE,0.0194174757281553,0.0178877821109856,0.917684811865902,0.0557,"distant","N",2,12,8,57
"253","ID001","ID105",0.00743494423791822,0.045464970375,FALSE,0.0102564102564103,0.0151923505474761,0.356104665630488,0.0306,"unrelated","N",4,12,8,262
"255","ID105","ID001",0.00743494423791822,0.045464970375,FALSE,0.0102564102564103,0.0151923505474761,0.356104665630488,0.0306,"unrelated","N",4,12,8,262
"257","ID107","ID001",0,0.040414347175,FALSE,0,0.00891901144502785,0.603193035556053,0,"unrelated","N",27,12,8,68
"259","ID001","ID107",0,0.040414347175,FALSE,0,0.00891901144502785,0.603193035556053,0,"unrelated","N",27,12,8,68
"261","ID108","ID001",0,0.025316456,FALSE,0,0.00266767380933772,0.190465706063963,0,"unrelated","N",5,12,8,68
"263","ID001","ID108",0,0.025316456,FALSE,0,0.00266767380933772,0.190465706063963,0,"unrelated","N",5,12,8,68
"265","ID110","ID001",0.0105820105820106,0.058394161,FALSE,0.0154442456768038,0.0186948979644863,0.728945328787266,0.0214,"unrelated","N",4,10,4,184
"267","ID001","ID110",0.0105820105820106,0.058394161,FALSE,0.0154442456768038,0.0186948979644863,0.728945328787266,0.0214,"unrelated","N",4,10,4,184
"269","ID001","ID112",0.0869565217391304,0.0572294370999999,TRUE,0,0.0149172234337926,0.913996098226913,0,"unrelated","N",10,12,8,85
"271","ID112","ID001",0.0869565217391304,0.0572294370999999,TRUE,0,0.0149172234337926,0.913996098226913,0,"unrelated","N",10,12,8,85
"273","ID113","ID001",0,0.05264912285,FALSE,0,0.0133022408567745,0.577535899337243,0.0278,"unrelated","N",1,11,7,52
"275","ID001","ID113",0,0.05264912285,FALSE,0,0.0133022408567745,0.577535899337243,0.0278,"unrelated","N",1,11,7,52
"277","ID114","ID001",0.00995024875621891,0.053691275,FALSE,0.0136986301369863,0.0186177454522985,0.70481793139469,0.0098,"unrelated","N",7,12,8,196
"279","ID001","ID114",0.00995024875621891,0.053691275,FALSE,0.0136986301369863,0.0186177454522985,0.70481793139469,0.0098,"unrelated","N",7,12,8,196
"281","ID116","ID001",0,0.044956588125,FALSE,0,0.00882759808588083,0.403944246365999,0,"unrelated","N",6,8,NA,82
"283","ID001","ID116",0,0.044956588125,FALSE,0,0.00882759808588083,0.403944246365999,0,"unrelated","N",6,8,NA,82
"285","ID117","ID001",0.0112359550561798,0.048786466,FALSE,0.0113961038961039,0.0162785851548996,0.423159665277294,0,"unrelated","N",22,12,7,172
"287","ID001","ID117",0.0112359550561798,0.048786466,FALSE,0.0113961038961039,0.0162785851548996,0.423159665277294,0,"unrelated","N",22,12,7,172
"289","ID118","ID001",0,0.051948052,FALSE,0,0.011968452251207,0.791413933789548,0,"unrelated","N",14,12,8,63
"291","ID001","ID118",0,0.051948052,FALSE,0,0.011968452251207,0.791413933789548,0,"unrelated","N",14,12,8,63
"293","ID119","ID001",0,0.029422739525,FALSE,0,0.00323196097609521,0.217218500479305,0,"unrelated","N",19,12,8,53
"295","ID001","ID119",0,0.029422739525,FALSE,0,0.00323196097609521,0.217218500479305,0,"unrelated","N",19,12,8,53
"297","ID121","ID001",0,0.0430224407,FALSE,0,0.00808329351034678,0.589921229899668,0.0078,"unrelated","N",8,12,8,64
"299","ID001","ID121",0,0.0430224407,FALSE,0,0.00808329351034678,0.589921229899668,0.0078,"unrelated","N",8,12,8,64
"301","ID123","ID001",0,0.051965140175,FALSE,0,0.012341778930181,0.811472660892364,0,"unrelated","N",9,12,8,71
"303","ID001","ID123",0,0.051965140175,FALSE,0,0.012341778930181,0.811472660892364,0,"unrelated","N",9,12,8,71
"305","ID001","ID125",0,0.036380471025,FALSE,0,0.00616131671527878,0.478805518186457,0,"unrelated","N",1,12,8,51
"307","ID125","ID001",0,0.036380471025,FALSE,0,0.00616131671527878,0.478805518186457,0,"unrelated","N",1,12,8,51
"309","ID001","ID130",0,0.050032051275,FALSE,0.0136054421768707,0.0163165521013184,0.707721958225717,0,"unrelated","N",17,12,8,178
"311","ID130","ID001",0,0.050032051275,FALSE,0.0136054421768707,0.0163165521013184,0.707721958225717,0,"unrelated","N",17,12,8,178
"313","ID001","ID132",0,0.048387097,FALSE,0.0152671755725191,0.0157688605721923,0.443763144046374,0,"unrelated","N",26,8,4,129
"315","ID132","ID001",0,0.048387097,FALSE,0.0152671755725191,0.0157688605721923,0.443763144046374,0,"unrelated","N",26,8,4,129
"317","ID001","ID134",0,0.064556118325,FALSE,0.0196078431372549,0.0203967178504338,0.82062329328229,0.0222,"unrelated","N",11,12,8,70
"319","ID134","ID001",0,0.064556118325,FALSE,0.0196078431372549,0.0203967178504338,0.82062329328229,0.0222,"unrelated","N",11,12,8,70
"321","ID001","ID135",0,0.034210526125,FALSE,0,0.00502867448970521,0.344762707265522,0.0025,"unrelated","N",1,12,8,107
"323","ID135","ID001",0,0.034210526125,FALSE,0,0.00502867448970521,0.344762707265522,0.0025,"unrelated","N",1,12,8,107
"325","ID001","ID137",0,0.049090384875,FALSE,0.0122699386503067,0.017285115921139,0.427297510748776,0,"unrelated","N",7,11,7,191
"327","ID137","ID001",0,0.049090384875,FALSE,0.0122699386503067,0.017285115921139,0.427297510748776,0,"unrelated","N",7,11,7,191
"329","ID001","ID140",0.0444444444444444,0.06899576505,FALSE,0,0.0128592912144057,0.751414646526284,0,"unrelated","N",5,9,4,42
"331","ID140","ID001",0.0444444444444444,0.06899576505,FALSE,0,0.0128592912144057,0.751414646526284,0,"unrelated","N",5,9,4,42
"333","ID001","ID141",0,0.064516129,FALSE,0,0.0120887170875317,0.711998095154967,0,"unrelated","N",7,11,7,59
"335","ID141","ID001",0,0.064516129,FALSE,0,0.0120887170875317,0.711998095154967,0,"unrelated","N",7,11,7,59
"337","ID142","ID001",0,0.0370545073,FALSE,0,0.00747453432937292,0.429392376867058,0,"unrelated","N",8,6,NA,60
"339","ID001","ID142",0,0.0370545073,FALSE,0,0.00747453432937292,0.429392376867058,0,"unrelated","N",8,6,NA,60
"341","ID144","ID001",0.0909090909090909,0.051298701025,TRUE,0,0.0129952036403794,0.969432351083075,0.5368,"maternal","Y",16,12,8,61
"343","ID001","ID144",0.0909090909090909,0.051298701025,TRUE,0,0.0129952036403794,0.969432351083075,0.5368,"maternal","Y",16,12,8,61
"345","ID146","ID001",0,0.060629371025,FALSE,0,0.0136355646485372,0.786154384827048,0,"unrelated","N",16,12,8,59
"347","ID001","ID146",0,0.060629371025,FALSE,0,0.0136355646485372,0.786154384827048,0,"unrelated","N",16,12,8,59
"349","ID001","ID147",0,0.057553957,FALSE,0.0150375939849624,0.0213856298030491,0.721620149111487,0,"unrelated","N",10,12,8,138
"351","ID147","ID001",0,0.057553957,FALSE,0.0150375939849624,0.0213856298030491,0.721620149111487,0,"unrelated","N",10,12,8,138
"353","ID001","ID149",0,0.071428571,FALSE,0,0.0155924557944399,0.83505613457931,0.0241,"unrelated","N",8,6,NA,54
"355","ID149","ID001",0,0.071428571,FALSE,0,0.0155924557944399,0.83505613457931,0.0241,"unrelated","N",8,6,NA,54
"357","ID150","ID001",0.0112359550561798,0.054072565675,FALSE,0.0148148148148148,0.0179558045526663,0.766617851306152,0,"unrelated","N",3,12,8,171
"359","ID001","ID150",0.0112359550561798,0.054072565675,FALSE,0.0148148148148148,0.0179558045526663,0.766617851306152,0,"unrelated","N",3,12,8,171
"361","ID001","ID151",0.0416666666666667,0.081632653,FALSE,0,0.0184315084695752,0.877822931663031,0,"unrelated","N",9,5,NA,44
"363","ID151","ID001",0.0416666666666667,0.081632653,FALSE,0,0.0184315084695752,0.877822931663031,0,"unrelated","N",9,5,NA,44
"365","ID001","ID152",0,0.025341439325,FALSE,0,0.00114117840207403,0.135827489207023,0,"unrelated","N",9,12,8,50
"367","ID152","ID001",0,0.025341439325,FALSE,0,0.00114117840207403,0.135827489207023,0,"unrelated","N",9,12,8,50
"369","ID001","ID153",0.0101010101010101,0.0470728296,FALSE,0.0125,0.0156184528917572,0.349582428650608,0.0083,"unrelated","N",6,8,NA,189
"371","ID153","ID001",0.0101010101010101,0.0470728296,FALSE,0.0125,0.0156184528917572,0.349582428650608,0.0083,"unrelated","N",6,8,NA,189
"373","ID001","ID159",0,0.048,FALSE,0.0144927536231884,0.0133481509874616,0.631434107216918,0,"unrelated","N",15,12,8,111
"375","ID159","ID001",0,0.048,FALSE,0.0144927536231884,0.0133481509874616,0.631434107216918,0,"unrelated","N",15,12,8,111
"377","ID160","ID001",0,0.026315789,FALSE,0,0.00272347668592383,0.249112901461991,0,"unrelated","N",14,12,8,56
"379","ID001","ID160",0,0.026315789,FALSE,0,0.00272347668592383,0.249112901461991,0,"unrelated","N",14,12,8,56
"381","ID162","ID001",0,0.056617251075,FALSE,0.0154442456768038,0.0140038052357286,0.635639961650096,0,"unrelated","N",7,7,NA,107
"383","ID001","ID162",0,0.056617251075,FALSE,0.0154442456768038,0.0140038052357286,0.635639961650096,0,"unrelated","N",7,7,NA,107
"385","ID164","ID001",0,0.06122449,FALSE,0.019047619047619,0.0190472059889728,0.638809030939816,0,"unrelated","N",12,8,4,117
"387","ID001","ID164",0,0.06122449,FALSE,0.019047619047619,0.0190472059889728,0.638809030939816,0,"unrelated","N",12,8,4,117
"389","ID001","ID169",0.0317460317460317,0.057142857,FALSE,0,0.0123549444650935,0.783618045416486,0.0339,"unrelated","N",0,12,8,61
"391","ID169","ID001",0.0317460317460317,0.057142857,FALSE,0,0.0123549444650935,0.783618045416486,0.0339,"unrelated","N",0,12,8,61
"393","ID001","ID171",0.0238095238095238,0.054437371575,FALSE,0.0148148148148148,0.0159158951273546,0.785974995002311,0,"unrelated","N",0,12,8,163
"395","ID171","ID001",0.0238095238095238,0.054437371575,FALSE,0.0148148148148148,0.0159158951273546,0.785974995002311,0,"unrelated","N",0,12,8,163
"397","ID001","ID172",0,0.037735849,FALSE,0,0.00668282982942189,0.448617540467614,0,"unrelated","N",22,12,8,82
"399","ID172","ID001",0,0.037735849,FALSE,0,0.00668282982942189,0.448617540467614,0,"unrelated","N",22,12,8,82
"401","ID001","ID173",0,0.02739726,FALSE,0,0.00112106147977078,0.132236159639447,0,"unrelated","N",7,12,8,60
"403","ID173","ID001",0,0.02739726,FALSE,0,0.00112106147977078,0.132236159639447,0,"unrelated","N",7,12,8,60
"405","ID176","ID001",0.0563380281690141,0.055045872,TRUE,0.0167366946778711,0.0140573308532995,0.924498488188833,0.0146,"unrelated","N",1,12,8,63
"407","ID001","ID176",0.0563380281690141,0.055045872,TRUE,0.0167366946778711,0.0140573308532995,0.924498488188833,0.0146,"unrelated","N",1,12,8,63
"409","ID004","ID002",0,0.035103383175,FALSE,0,0.00254975166290309,0.084040100786194,0.0079,"unrelated","N",14,4,NA,73
"411","ID002","ID004",0,0.035103383175,FALSE,0,0.00254975166290309,0.084040100786194,0.0079,"unrelated","N",14,4,NA,73
"413","ID002","ID008",0,0.015503876,FALSE,0,0.00216253808006501,0.0818689865494379,0.0149,"unrelated","N",0,13,12,187
"415","ID008","ID002",0,0.015503876,FALSE,0,0.00216253808006501,0.0818689865494379,0.0149,"unrelated","N",0,13,12,187
