"ID1","ID2","HRO","relatedness","kintype","parent_offspring","agediff","yrsoverlap","adult_yrsoverlap","joint_sightings"
"ID083","ID089",0.0554262475578311,0,"unrelated","N",13,13,8,56
"ID089","ID083",0.0554262475578311,0,"unrelated","N",13,13,8,56
"ID083","ID140",0.0229852207389824,0,"unrelated","N",5,9,4,44
"ID140","ID083",0.0229852207389824,0,"unrelated","N",5,9,4,44
"ID083","ID100",0.159075390194862,0.0034,"unrelated","N",15,13,8,68
"ID100","ID083",0.159075390194862,0.0034,"unrelated","N",15,13,8,68
"ID149","ID083",0.0243260863201691,0,"unrelated","N",8,6,NA,58
"ID083","ID149",0.0243260863201691,0,"unrelated","N",8,6,NA,58
"ID086","ID083",0.16736670442315,0,"unrelated","N",2,13,6,106
"ID083","ID086",0.16736670442315,0,"unrelated","N",2,13,6,106
"ID146","ID083",0.0218010029363896,0,"unrelated","N",16,13,8,67
"ID083","ID146",0.0218010029363896,0,"unrelated","N",16,13,8,67
"ID083","ID157",0.051078212090383,NA,"no data","N",13,13,8,44
"ID157","ID083",0.051078212090383,NA,"no data","N",13,13,8,44
"ID083","ID022",0.0199134330671662,0.0315,"unrelated","N",19,13,8,71
"ID022","ID083",0.0199134330671662,0.0315,"unrelated","N",19,13,8,71
"ID083","ID097",0.450730824233833,0.0015,"unrelated","N",29,9,4,41
"ID097","ID083",0.450730824233833,0.0015,"unrelated","N",29,9,4,41
"ID083","ID027",0.19456412773791,0,"unrelated","N",31,13,8,111
"ID027","ID083",0.19456412773791,0,"unrelated","N",31,13,8,111
"ID083","ID108",0.872861755473644,0.0396,"distant","N",5,13,8,62
"ID108","ID083",0.872861755473644,0.0396,"distant","N",5,13,8,62
"ID059","ID083",0.101048100800321,0.0035,"unrelated","N",10,5,NA,86
"ID083","ID059",0.101048100800321,0.0035,"unrelated","N",10,5,NA,86
"ID021","ID083",0.210185703002063,0.0063,"unrelated","N",1,12,8,91
"ID083","ID021",0.210185703002063,0.0063,"unrelated","N",1,12,8,91
"ID078","ID083",0.550555506655409,0.0662,"distant","N",20,13,8,70
"ID083","ID078",0.550555506655409,0.0662,"distant","N",20,13,8,70
"ID074","ID083",0.092711027568862,0.04,"distant","N",24,13,8,53
"ID083","ID074",0.092711027568862,0.04,"distant","N",24,13,8,53
"ID087","ID083",0.070030784358936,0,"unrelated","N",3,12,8,210
"ID083","ID087",0.070030784358936,0,"unrelated","N",3,12,8,210
"ID083","ID023",0.0564001133132466,NA,"no data","N",1,10,5,41
"ID023","ID083",0.0564001133132466,NA,"no data","N",1,10,5,41
"ID083","ID073",0.316124620209384,0,"unrelated","N",29,13,8,129
"ID073","ID083",0.316124620209384,0,"unrelated","N",29,13,8,129
"ID083","ID025",0.0993093552154012,NA,"no data","N",5,11,7,47
"ID025","ID083",0.0993093552154012,NA,"no data","N",5,11,7,47
"ID069","ID083",0.528880780815498,0.0122,"unrelated","N",10,3,NA,21
"ID083","ID069",0.528880780815498,0.0122,"unrelated","N",10,3,NA,21
"ID083","ID065",0.30209286841202,0.0128,"unrelated","N",6,8,NA,49
"ID065","ID083",0.30209286841202,0.0128,"unrelated","N",6,8,NA,49
"ID083","ID040",0.721175021988083,0,"unrelated","N",2,9,5,38
"ID040","ID083",0.721175021988083,0,"unrelated","N",2,9,5,38
"ID083","ID090",0.477775589230605,NA,"no data","N",4,12,8,61
"ID090","ID083",0.477775589230605,NA,"no data","N",4,12,8,61
"ID131","ID083",0.629863188924349,0.0161,"unrelated","N",8,13,8,40
"ID083","ID131",0.629863188924349,0.0161,"unrelated","N",8,13,8,40
"ID111","ID083",0,NA,"no data","N",1,12,8,45
"ID083","ID111",0,NA,"no data","N",1,12,8,45
"ID083","ID177",0.0235264665270397,0,"unrelated","N",8,13,8,45
"ID177","ID083",0.0235264665270397,0,"unrelated","N",8,13,8,45
"ID083","ID123",0.0548177866174709,0,"unrelated","N",9,13,8,78
"ID123","ID083",0.0548177866174709,0,"unrelated","N",9,13,8,78
"ID083","ID005",0.0190989741613563,0,"unrelated","N",5,13,8,50
"ID005","ID083",0.0190989741613563,0,"unrelated","N",5,13,8,50
"ID034","ID083",0.2301626732011,0.0275,"unrelated","N",2,13,8,68
"ID083","ID034",0.2301626732011,0.0275,"unrelated","N",2,13,8,68
"ID148","ID083",0.0244271646186783,0,"unrelated","N",5,10,NA,50
"ID083","ID148",0.0244271646186783,0,"unrelated","N",5,10,NA,50
"ID169","ID083",0.0383072896538072,0,"unrelated","N",0,13,8,66
"ID083","ID169",0.0383072896538072,0,"unrelated","N",0,13,8,66
"ID032","ID083",0.303028592764364,NA,"no data","N",11,4,-1,16
"ID083","ID032",0.303028592764364,NA,"no data","N",11,4,-1,16
"ID143","ID083",0.00615778832870125,0,"unrelated","N",4,13,8,48
"ID083","ID143",0.00615778832870125,0,"unrelated","N",4,13,8,48
"ID096","ID083",0,0.0097,"unrelated","N",10,13,8,44
"ID083","ID096",0,0.0097,"unrelated","N",10,13,8,44
"ID083","ID052",0.187986494005991,0,"unrelated","N",7,13,8,76
"ID052","ID083",0.187986494005991,0,"unrelated","N",7,13,8,76
"ID083","ID070",0.490211067438678,0.0352,"unrelated","N",6,7,2,33
"ID070","ID083",0.490211067438678,0.0352,"unrelated","N",6,7,2,33
"ID007","ID083",0.01004987303648,NA,"no data","N",3,13,8,43
"ID083","ID007",0.01004987303648,NA,"no data","N",3,13,8,43
"ID047","ID083",0.597505706467558,0.0232,"unrelated","N",8,7,NA,41
"ID083","ID047",0.597505706467558,0.0232,"unrelated","N",8,7,NA,41
"ID083","ID093",0.0709184292933345,0,"unrelated","N",12,13,8,60
"ID093","ID083",0.0709184292933345,0,"unrelated","N",12,13,8,60
"ID067","ID083",0.0389441515284741,NA,"no data","N",3,11,5,46
"ID083","ID067",0.0389441515284741,NA,"no data","N",3,11,5,46
"ID083","ID151",0.0673505698496118,0.0055,"unrelated","N",9,5,NA,52
"ID151","ID083",0.0673505698496118,0.0055,"unrelated","N",9,5,NA,52
"ID083","ID159",0.255519557210951,0.0086,"unrelated","N",15,13,8,112
"ID159","ID083",0.255519557210951,0.0086,"unrelated","N",15,13,8,112
"ID083","ID167",0.0409843644961676,NA,"no data","N",10,13,8,48
"ID167","ID083",0.0409843644961676,NA,"no data","N",10,13,8,48
"ID083","ID029",0.155085470555212,0.0088,"unrelated","N",2,13,8,151
"ID029","ID083",0.155085470555212,0.0088,"unrelated","N",2,13,8,151
"ID083","ID066",0.103503557208312,0.0078,"unrelated","N",8,13,8,55
"ID066","ID083",0.103503557208312,0.0078,"unrelated","N",8,13,8,55
"ID098","ID083",0.114615932179298,0,"unrelated","N",3,11,7,75
"ID083","ID098",0.114615932179298,0,"unrelated","N",3,11,7,75
"ID083","ID064",0.247814809420346,0.0053,"unrelated","N",2,13,6,250
"ID064","ID083",0.247814809420346,0.0053,"unrelated","N",2,13,6,250
"ID083","ID107",0.326999806304428,0.0063,"unrelated","N",27,13,8,71
"ID107","ID083",0.326999806304428,0.0063,"unrelated","N",27,13,8,71
"ID127","ID083",0.673176738734578,0.0337,"unrelated","N",5,9,3,47
"ID083","ID127",0.673176738734578,0.0337,"unrelated","N",5,9,3,47
"ID083","ID102",0.631802423437825,0,"unrelated","N",10,13,8,52
"ID102","ID083",0.631802423437825,0,"unrelated","N",10,13,8,52
"ID083","ID024",0.0384488400551168,0,"unrelated","N",20,13,8,50
"ID024","ID083",0.0384488400551168,0,"unrelated","N",20,13,8,50
"ID083","ID077",0.00346070841719967,0.052,"distant","N",12,13,8,47
"ID077","ID083",0.00346070841719967,0.052,"distant","N",12,13,8,47
"ID083","ID165",0.197840317563303,0.0236,"unrelated","N",6,9,NA,51
"ID165","ID083",0.197840317563303,0.0236,"unrelated","N",6,9,NA,51
"ID068","ID083",0.150444456177832,0.0365,"distant","N",6,13,8,52
"ID083","ID068",0.150444456177832,0.0365,"distant","N",6,13,8,52
"ID016","ID083",0.165547773006285,0.0385,"distant","N",6,9,NA,54
"ID083","ID016",0.165547773006285,0.0385,"distant","N",6,9,NA,54
"ID083","ID099",0.100315906718763,0.0169,"unrelated","N",14,13,8,84
"ID099","ID083",0.100315906718763,0.0169,"unrelated","N",14,13,8,84
"ID083","ID153",0.119485443999583,0,"unrelated","N",6,9,NA,201
"ID153","ID083",0.119485443999583,0,"unrelated","N",6,9,NA,201
"ID083","ID013",0.0576526186287184,0,"unrelated","N",11,13,8,74
"ID013","ID083",0.0576526186287184,0,"unrelated","N",11,13,8,74
"ID136","ID083",0.0105966562017366,NA,"no data","N",3,11,5,46
"ID083","ID136",0.0105966562017366,NA,"no data","N",3,11,5,46
"ID142","ID083",0.501522908484208,0,"unrelated","N",8,6,NA,61
"ID083","ID142",0.501522908484208,0,"unrelated","N",8,6,NA,61
"ID083","ID058",0.195710300176309,0.027,"unrelated","N",4,13,8,89
"ID058","ID083",0.195710300176309,0.027,"unrelated","N",4,13,8,89
"ID119","ID083",0.89147179962254,0.1887,"maternal","N",19,13,8,48
"ID083","ID119",0.89147179962254,0.1887,"maternal","N",19,13,8,48
"ID083","ID075",0.74343904859535,0,"unrelated","N",5,9,4,34
"ID075","ID083",0.74343904859535,0,"unrelated","N",5,9,4,34
"ID083","ID014",0.452356654589704,0.0039,"unrelated","N",14,13,8,59
"ID014","ID083",0.452356654589704,0.0039,"unrelated","N",14,13,8,59
"ID061","ID083",0.307243875812095,0.0153,"unrelated","N",5,9,3,77
"ID083","ID061",0.307243875812095,0.0153,"unrelated","N",5,9,3,77
"ID012","ID083",0.204531034992376,0.0312,"unrelated","N",29,10,5,69
"ID083","ID012",0.204531034992376,0.0312,"unrelated","N",29,10,5,69
"ID115","ID083",0.508208522046829,NA,"no data","N",3,13,8,47
"ID083","ID115",0.508208522046829,NA,"no data","N",3,13,8,47
"ID038","ID083",0.491262795546354,0,"unrelated","N",20,10,5,62
"ID083","ID038",0.491262795546354,0,"unrelated","N",20,10,5,62
"ID083","ID110",0.2267088149237,0,"unrelated","N",4,10,4,194
"ID110","ID083",0.2267088149237,0,"unrelated","N",4,10,4,194
"ID083","ID001",0.0778332393198986,0.0063,"unrelated","N",0,12,8,63
"ID001","ID083",0.0778332393198986,0.0063,"unrelated","N",0,12,8,63
"ID083","ID039",0.026975676360681,NA,"no data","N",1,13,8,48
"ID039","ID083",0.026975676360681,NA,"no data","N",1,13,8,48
"ID028","ID083",0.660314448758122,NA,"no data","N",28,10,5,42
"ID083","ID028",0.660314448758122,NA,"no data","N",28,10,5,42
"ID045","ID083",0.325443915060959,0,"unrelated","N",4,13,8,54
"ID083","ID045",0.325443915060959,0,"unrelated","N",4,13,8,54
"ID044","ID083",0.572691922180904,0,"unrelated","N",6,7,NA,47
"ID083","ID044",0.572691922180904,0,"unrelated","N",6,7,NA,47
"ID006","ID083",0.084738473318546,NA,"no data","N",5,9,3,60
"ID083","ID006",0.084738473318546,NA,"no data","N",5,9,3,60
"ID083","ID043",0.786180015547764,0.0123,"unrelated","N",2,13,8,44
"ID043","ID083",0.786180015547764,0.0123,"unrelated","N",2,13,8,44
"ID083","ID042",0.0215346602338517,0.001,"unrelated","N",25,13,8,63
"ID042","ID083",0.0215346602338517,0.001,"unrelated","N",25,13,8,63
"ID101","ID083",0.514748059165509,0.0327,"unrelated","N",6,13,8,48
"ID083","ID101",0.514748059165509,0.0327,"unrelated","N",6,13,8,48
"ID083","ID085",0.895343210952716,0.1058,"unrelated","N",10,4,NA,18
"ID085","ID083",0.895343210952716,0.1058,"unrelated","N",10,4,NA,18
"ID083","ID019",0.54872446435372,0.0076,"unrelated","N",7,7,NA,43
"ID019","ID083",0.54872446435372,0.0076,"unrelated","N",7,7,NA,43
"ID172","ID083",0.357326365250833,0.0094,"unrelated","N",22,13,8,81
"ID083","ID172",0.357326365250833,0.0094,"unrelated","N",22,13,8,81
"ID174","ID083",0.139212940523359,NA,"no data","N",6,8,NA,38
"ID083","ID174",0.139212940523359,NA,"no data","N",6,8,NA,38
"ID056","ID083",0.554159435789845,0.0326,"unrelated","N",5,13,8,49
"ID083","ID056",0.554159435789845,0.0326,"unrelated","N",5,13,8,49
"ID030","ID083",0.558023003259812,0,"unrelated","N",19,11,7,48
"ID083","ID030",0.558023003259812,0,"unrelated","N",19,11,7,48
"ID083","ID010",0.0471682873547444,NA,"no data","N",22,4,-1,27
"ID010","ID083",0.0471682873547444,NA,"no data","N",22,4,-1,27
"ID018","ID083",0.157209929871608,0.0028,"unrelated","N",0,12,8,92
"ID083","ID018",0.157209929871608,0.0028,"unrelated","N",0,12,8,92
"ID144","ID083",0.149435856743803,0,"unrelated","N",16,13,8,69
"ID083","ID144",0.149435856743803,0,"unrelated","N",16,13,8,69
"ID083","ID051",0.243082220984654,0,"unrelated","N",12,13,8,87
"ID051","ID083",0.243082220984654,0,"unrelated","N",12,13,8,87
"ID083","ID105",0.140455612914723,0,"unrelated","N",4,13,8,271
"ID105","ID083",0.140455612914723,0,"unrelated","N",4,13,8,271
"ID175","ID083",0.643449974385056,NA,"no data","N",2,9,5,37
"ID083","ID175",0.643449974385056,NA,"no data","N",2,9,5,37
"ID126","ID083",0.0899315552483417,NA,"no data","N",27,7,2,26
"ID083","ID126",0.0899315552483417,NA,"no data","N",27,7,2,26
"ID083","ID003",0.086060987756085,0,"unrelated","N",5,11,7,41
"ID003","ID083",0.086060987756085,0,"unrelated","N",5,11,7,41
"ID083","ID171",0.197712776882829,0.0312,"unrelated","N",0,13,8,173
"ID171","ID083",0.197712776882829,0.0312,"unrelated","N",0,13,8,173
"ID130","ID083",0.193432981208264,0.0098,"unrelated","N",17,13,8,179
"ID083","ID130",0.193432981208264,0.0098,"unrelated","N",17,13,8,179
"ID122","ID083",0.765150413115125,NA,"no data","N",14,13,8,40
"ID083","ID122",0.765150413115125,NA,"no data","N",14,13,8,40
"ID118","ID083",0.0704408394749187,0.009,"unrelated","N",14,13,8,69
"ID083","ID118",0.0704408394749187,0.009,"unrelated","N",14,13,8,69
"ID083","ID033",0.373714682619388,0.0447,"distant","N",6,8,NA,44
"ID033","ID083",0.373714682619388,0.0447,"distant","N",6,8,NA,44
"ID083","ID161",0.389776535242211,NA,"no data","N",29,10,5,41
"ID161","ID083",0.389776535242211,NA,"no data","N",29,10,5,41
"ID083","ID147",0.0665482505610645,0.0258,"unrelated","N",10,13,8,149
"ID147","ID083",0.0665482505610645,0.0258,"unrelated","N",10,13,8,149
"ID083","ID048",0.16101176645596,NA,"no data","N",24,11,6,45
"ID048","ID083",0.16101176645596,NA,"no data","N",24,11,6,45
"ID083","ID120",0.108707415916018,0,"unrelated","N",3,13,8,50
"ID120","ID083",0.108707415916018,0,"unrelated","N",3,13,8,50
"ID083","ID015",0.915643309731883,0.1105,"distant","N",3,13,8,65
"ID015","ID083",0.915643309731883,0.1105,"distant","N",3,13,8,65
"ID132","ID083",0.109876267633441,0.0054,"unrelated","N",26,8,4,132
"ID083","ID132",0.109876267633441,0.0054,"unrelated","N",26,8,4,132
"ID176","ID083",0.224372583552009,0,"unrelated","N",1,13,8,80
"ID083","ID176",0.224372583552009,0,"unrelated","N",1,13,8,80
"ID083","ID162",0.395787356450645,0.0131,"unrelated","N",7,7,NA,112
"ID162","ID083",0.395787356450645,0.0131,"unrelated","N",7,7,NA,112
"ID083","ID071",0.253857801050716,NA,"no data","N",27,7,2,56
"ID071","ID083",0.253857801050716,NA,"no data","N",27,7,2,56
"ID133","ID083",0.490795855099551,0.0149,"unrelated","N",10,13,8,48
"ID083","ID133",0.490795855099551,0.0149,"unrelated","N",10,13,8,48
"ID083","ID041",0.153843909436461,0.0086,"unrelated","N",22,13,8,86
"ID041","ID083",0.153843909436461,0.0086,"unrelated","N",22,13,8,86
"ID116","ID083",0.412240242126579,0.0066,"unrelated","N",6,8,NA,83
"ID083","ID116",0.412240242126579,0.0066,"unrelated","N",6,8,NA,83
"ID083","ID138",0.0903026044017067,0,"unrelated","N",5,9,3,45
"ID138","ID083",0.0903026044017067,0,"unrelated","N",5,9,3,45
"ID083","ID158",0.0571839757662335,0,"unrelated","N",14,13,8,56
"ID158","ID083",0.0571839757662335,0,"unrelated","N",14,13,8,56
"ID083","ID164",0.0985032371559316,0.0097,"unrelated","N",12,8,4,121
"ID164","ID083",0.0985032371559316,0.0097,"unrelated","N",12,8,4,121
"ID154","ID083",0.550393198357028,NA,"no data","N",0,13,8,43
"ID083","ID154",0.550393198357028,NA,"no data","N",0,13,8,43
"ID054","ID083",0.0963700295603259,0,"unrelated","N",15,13,8,75
"ID083","ID054",0.0963700295603259,0,"unrelated","N",15,13,8,75
"ID135","ID083",0.450438360493917,0,"unrelated","N",1,13,8,104
"ID083","ID135",0.450438360493917,0,"unrelated","N",1,13,8,104
"ID020","ID083",0.121723021498696,0,"unrelated","N",9,13,8,276
"ID083","ID020",0.121723021498696,0,"unrelated","N",9,13,8,276
"ID083","ID124",0.598516494699684,NA,"no data","N",11,12,8,39
"ID124","ID083",0.598516494699684,NA,"no data","N",11,12,8,39
"ID083","ID141",0.00562832411989611,0.0342,"unrelated","N",7,11,7,64
"ID141","ID083",0.00562832411989611,0.0342,"unrelated","N",7,11,7,64
"ID083","ID063",0.120231823230084,0.0206,"unrelated","N",25,12,7,248
"ID063","ID083",0.120231823230084,0.0206,"unrelated","N",25,12,7,248
"ID026","ID083",0.483536765269152,0.0096,"unrelated","N",4,11,4,52
"ID083","ID026",0.483536765269152,0.0096,"unrelated","N",4,11,4,52
"ID002","ID083",0.92055000868015,0.3008,"maternal","N",4,13,8,58
"ID083","ID002",0.92055000868015,0.3008,"maternal","N",4,13,8,58
"ID083","ID079",0.461491232281247,0.0017,"unrelated","N",2,13,8,61
"ID079","ID083",0.461491232281247,0.0017,"unrelated","N",2,13,8,61
"ID166","ID083",0.426857300699543,0,"unrelated","N",4,10,4,50
"ID083","ID166",0.426857300699543,0,"unrelated","N",4,10,4,50
"ID083","ID156",0,0,"unrelated","N",25,13,8,45
"ID156","ID083",0,0,"unrelated","N",25,13,8,45
"ID008","ID083",0.0805801653188979,0.0055,"unrelated","N",4,13,8,181
"ID083","ID008",0.0805801653188979,0.0055,"unrelated","N",4,13,8,181
"ID083","ID109",0,NA,"no data","N",17,12,8,49
"ID109","ID083",0,NA,"no data","N",17,12,8,49
"ID083","ID121",0.14001946196183,0,"unrelated","N",8,13,8,70
"ID121","ID083",0.14001946196183,0,"unrelated","N",8,13,8,70
"ID004","ID083",0.0822374162212979,0.0026,"unrelated","N",10,4,NA,66
"ID083","ID004",0.0822374162212979,0.0026,"unrelated","N",10,4,NA,66
"ID094","ID083",0.0417887475427505,NA,"no data","N",0,13,8,49
"ID083","ID094",0.0417887475427505,NA,"no data","N",0,13,8,49
"ID080","ID083",0.461757542704852,0.0146,"unrelated","N",16,10,5,52
"ID083","ID080",0.461757542704852,0.0146,"unrelated","N",16,10,5,52
"ID083","ID036",0.173304816873069,0.014,"unrelated","N",1,13,7,74
"ID036","ID083",0.173304816873069,0.014,"unrelated","N",1,13,7,74
"ID168","ID083",0.703871944510288,NA,"no data","N",6,7,2,26
"ID083","ID168",0.703871944510288,NA,"no data","N",6,7,2,26
"ID081","ID083",0.119507723321573,0,"unrelated","N",24,11,7,65
"ID083","ID081",0.119507723321573,0,"unrelated","N",24,11,7,65
"ID072","ID083",0.740397282636641,0,"unrelated","N",14,10,6,41
"ID083","ID072",0.740397282636641,0,"unrelated","N",14,10,6,41
"ID083","ID037",0.911348439499595,0.0291,"unrelated","N",3,10,5,43
"ID037","ID083",0.911348439499595,0.0291,"unrelated","N",3,10,5,43
"ID137","ID083",0.166966344874945,0.015,"unrelated","N",7,11,7,193
"ID083","ID137",0.166966344874945,0.015,"unrelated","N",7,11,7,193
"ID055","ID083",0.0146648253042237,0,"unrelated","N",12,13,8,58
"ID083","ID055",0.0146648253042237,0,"unrelated","N",12,13,8,58
"ID083","ID114",0.153747835562323,0.0071,"unrelated","N",7,13,8,204
"ID114","ID083",0.153747835562323,0.0071,"unrelated","N",7,13,8,204
"ID083","ID060",0.302556778990377,NA,"no data","N",22,6,2,34
"ID060","ID083",0.302556778990377,NA,"no data","N",22,6,2,34
"ID083","ID152",0.520589348209957,0.0364,"distant","N",9,13,8,49
"ID152","ID083",0.520589348209957,0.0364,"distant","N",9,13,8,49
"ID083","ID082",0.307448379770154,NA,"no data","N",2,4,-1,16
"ID082","ID083",0.307448379770154,NA,"no data","N",2,4,-1,16
"ID083","ID112",0.0702619702903317,0.0269,"unrelated","N",10,13,8,101
"ID112","ID083",0.0702619702903317,0.0269,"unrelated","N",10,13,8,101
"ID031","ID083",0.235842484472402,0.0071,"unrelated","N",9,5,NA,72
"ID083","ID031",0.235842484472402,0.0071,"unrelated","N",9,5,NA,72
"ID083","ID163",0.308921857237882,0,"unrelated","N",10,13,8,51
"ID163","ID083",0.308921857237882,0,"unrelated","N",10,13,8,51
"ID083","ID155",0.614576593337333,NA,"no data","N",29,5,0,19
"ID155","ID083",0.614576593337333,NA,"no data","N",29,5,0,19
"ID083","ID113",0.0195329065769889,5e-04,"unrelated","N",1,12,7,55
"ID113","ID083",0.0195329065769889,5e-04,"unrelated","N",1,12,7,55
"ID117","ID083",0.110658132326005,0.0091,"unrelated","N",22,12,7,173
"ID083","ID117",0.110658132326005,0.0091,"unrelated","N",22,12,7,173
"ID083","ID095",0.647234415247328,0,"unrelated","N",11,13,8,55
"ID095","ID083",0.647234415247328,0,"unrelated","N",11,13,8,55
"ID083","ID160",0.889057039455547,0.0012,"unrelated","N",14,13,8,51
"ID160","ID083",0.889057039455547,0.0012,"unrelated","N",14,13,8,51
"ID011","ID083",0.218602379787542,0.0153,"unrelated","N",9,13,8,48
"ID083","ID011",0.218602379787542,0.0153,"unrelated","N",9,13,8,48
"ID103","ID083",0.593159657343916,0.0146,"unrelated","N",18,13,8,48
"ID083","ID103",0.593159657343916,0.0146,"unrelated","N",18,13,8,48
"ID053","ID083",0.024417892883906,0,"unrelated","N",1,13,8,81
"ID083","ID053",0.024417892883906,0,"unrelated","N",1,13,8,81
"ID050","ID083",0.359163515715531,0,"unrelated","N",1,12,7,55
"ID083","ID050",0.359163515715531,0,"unrelated","N",1,12,7,55
"ID083","ID139",0.00717567352084522,0.0262,"unrelated","N",1,13,7,46
"ID139","ID083",0.00717567352084522,0.0262,"unrelated","N",1,13,7,46
"ID170","ID083",0.357712398988335,0,"unrelated","N",15,12,8,48
"ID083","ID170",0.357712398988335,0,"unrelated","N",15,12,8,48
"ID106","ID083",0.0782605385892052,NA,"no data","N",30,8,3,36
"ID083","ID106",0.0782605385892052,NA,"no data","N",30,8,3,36
"ID083","ID091",0.0562634093688006,0,"unrelated","N",5,11,3,103
"ID091","ID083",0.0562634093688006,0,"unrelated","N",5,11,3,103
"ID083","ID062",0.429937003361627,0.0187,"unrelated","N",8,7,NA,108
"ID062","ID083",0.429937003361627,0.0187,"unrelated","N",8,7,NA,108
"ID046","ID083",0.0210404593338793,0,"unrelated","N",17,9,4,52
"ID083","ID046",0.0210404593338793,0,"unrelated","N",17,9,4,52
"ID083","ID173",0.571411316327583,0,"unrelated","N",7,13,8,58
"ID173","ID083",0.571411316327583,0,"unrelated","N",7,13,8,58
"ID083","ID035",0.466457520910722,0.0185,"unrelated","N",4,13,8,82
"ID035","ID083",0.466457520910722,0.0185,"unrelated","N",4,13,8,82
"ID083","ID145",0.028224932308108,0,"unrelated","N",5,9,3,46
"ID145","ID083",0.028224932308108,0,"unrelated","N",5,9,3,46
"ID076","ID083",0.803390478948658,0,"unrelated","N",14,13,8,57
"ID083","ID076",0.803390478948658,0,"unrelated","N",14,13,8,57
"ID125","ID083",0.0627142629743792,0.0656,"distant","N",1,13,8,54
"ID083","ID125",0.0627142629743792,0.0656,"distant","N",1,13,8,54
"ID092","ID083",0.173491230624183,0,"unrelated","N",1,13,7,107
"ID083","ID092",0.173491230624183,0,"unrelated","N",1,13,7,107
"ID104","ID083",0.0951323547934802,0,"unrelated","N",2,12,8,62
"ID083","ID104",0.0951323547934802,0,"unrelated","N",2,12,8,62
"ID083","ID088",0.116254704118647,0,"unrelated","N",13,13,8,52
"ID088","ID083",0.116254704118647,0,"unrelated","N",13,13,8,52
"ID083","ID009",0.120085071313873,0,"unrelated","N",11,2,NA,50
"ID009","ID083",0.120085071313873,0,"unrelated","N",11,2,NA,50
"ID084","ID083",0.207746411006569,0,"unrelated","N",1,13,8,60
"ID083","ID084",0.207746411006569,0,"unrelated","N",1,13,8,60
"ID083","ID134",0.0135370258932623,0,"unrelated","N",11,13,8,73
"ID134","ID083",0.0135370258932623,0,"unrelated","N",11,13,8,73
"ID083","ID150",0.153435678479784,0.0037,"unrelated","N",3,13,8,179
"ID150","ID083",0.153435678479784,0.0037,"unrelated","N",3,13,8,179
"ID128","ID083",0.684687838738373,0,"unrelated","N",9,6,NA,32
"ID083","ID128",0.684687838738373,0,"unrelated","N",9,6,NA,32
"ID083","ID129",0.0374415605690378,0.0124,"unrelated","N",11,5,NA,28
"ID129","ID083",0.0374415605690378,0.0124,"unrelated","N",11,5,NA,28
"ID083","ID017",0.126697287799878,NA,"no data","N",1,3,NA,29
"ID017","ID083",0.126697287799878,NA,"no data","N",1,3,NA,29
"ID049","ID083",0.219904581293722,0,"unrelated","N",1,13,8,149
"ID083","ID049",0.219904581293722,0,"unrelated","N",1,13,8,149
"ID083","ID057",0.15004053103818,0.0275,"unrelated","N",15,10,5,107
"ID057","ID083",0.15004053103818,0.0275,"unrelated","N",15,10,5,107
"ID089","ID140",0.834202955559597,0.0046,"unrelated","N",8,9,9,34
"ID140","ID089",0.834202955559597,0.0046,"unrelated","N",8,9,9,34
"ID089","ID100",0.914234263449573,0.3149,"close unknown","N",2,13,13,48
"ID100","ID089",0.914234263449573,0.3149,"close unknown","N",2,13,13,48
"ID149","ID089",0.83860189106773,0.0142,"unrelated","N",21,6,NA,45
"ID089","ID149",0.83860189106773,0.0142,"unrelated","N",21,6,NA,45
"ID086","ID089",0.540728541384842,0,"unrelated","N",15,13,6,97
"ID089","ID086",0.540728541384842,0,"unrelated","N",15,13,6,97
"ID146","ID089",0.859160399332012,0.0199,"unrelated","N",3,13,13,54
"ID089","ID146",0.859160399332012,0.0199,"unrelated","N",3,13,13,54
"ID089","ID157",0.925929553809377,NA,"no data","N",0,13,13,28
"ID157","ID089",0.925929553809377,NA,"no data","N",0,13,13,28
"ID089","ID022",0.831611004487573,0.0226,"unrelated","N",6,13,13,58
"ID022","ID089",0.831611004487573,0.0226,"unrelated","N",6,13,13,58
"ID089","ID097",0.13163218259277,0,"unrelated","N",16,9,9,35
"ID097","ID089",0.13163218259277,0,"unrelated","N",16,9,9,35
"ID027","ID089",0.759197796980885,0,"unrelated","N",18,13,13,100
"ID089","ID027",0.759197796980885,0,"unrelated","N",18,13,13,100
"ID108","ID089",0.144558171471387,0,"unrelated","N",8,13,13,61
"ID089","ID108",0.144558171471387,0,"unrelated","N",8,13,13,61
"ID089","ID059",0.334317092494462,0,"unrelated","N",23,5,NA,82
"ID059","ID089",0.334317092494462,0,"unrelated","N",23,5,NA,82
"ID021","ID089",0.380607305981095,0,"unrelated","N",12,12,9,82
"ID089","ID021",0.380607305981095,0,"unrelated","N",12,12,9,82
"ID078","ID089",0.149557351742868,0,"unrelated","N",7,13,13,66
"ID089","ID078",0.149557351742868,0,"unrelated","N",7,13,13,66
"ID089","ID074",0.897073764693041,0.0176,"unrelated","N",11,13,13,40
"ID074","ID089",0.897073764693041,0.0176,"unrelated","N",11,13,13,40
"ID089","ID087",0.511545337937546,0,"unrelated","N",10,12,11,196
"ID087","ID089",0.511545337937546,0,"unrelated","N",10,12,11,196
"ID089","ID023",0.871291746082066,NA,"no data","N",14,10,5,29
"ID023","ID089",0.871291746082066,NA,"no data","N",14,10,5,29
