"Observation.ID","Date","Dolphin.ID","Age"
25793,2019-09-24,"ID024",38
17874,2011-06-12,"ID130",27
17874,2011-06-12,"ID114",17
17874,2011-06-12,"ID117",32
22348,2017-07-07,"ID008",20
22348,2017-07-07,"ID117",38
25849,2019-08-02,"ID059",8
19778,2014-07-05,"ID153",7
19778,2014-07-05,"ID105",17
19778,2014-07-05,"ID130",30
19778,2014-07-05,"ID132",39
19778,2014-07-05,"ID020",22
19778,2014-07-05,"ID062",4
20655,2015-06-15,"ID064",12
20778,2015-06-28,"ID064",12
20778,2015-06-28,"ID153",8
20778,2015-06-28,"ID132",39
20778,2015-06-28,"ID162",7
20778,2015-06-28,"ID020",23
19163,2013-09-19,"ID061",7
25794,2019-09-24,"ID123",27
20056,2014-10-16,"ID132",39
25514,2019-05-28,"ID171",17
17655,2010-09-19,"ID137",16
17741,2010-10-17,"ID040",10
19923,2014-09-09,"ID130",30
21844,2016-08-25,"ID051",27
18007,2011-09-11,"ID159",25
25848,2019-08-02,"ID004",7
16588,2008-06-29,"ID137",14
17947,2011-07-12,"ID027",41
16433,2007-07-18,"ID028",34
17061,2009-07-29,"ID105",12
17061,2009-07-29,"ID020",17
17061,2009-07-29,"ID063",33
17061,2009-07-29,"ID117",30
17061,2009-07-29,"ID017",7
17927,2011-06-29,"ID063",35
18820,2013-06-12,"ID063",37
18820,2013-06-12,"ID114",19
19827,2014-07-13,"ID064",11
19827,2014-07-13,"ID018",13
19827,2014-07-13,"ID171",12
19827,2014-07-13,"ID114",20
19827,2014-07-13,"ID117",35
19827,2014-07-13,"ID049",14
17777,2010-11-01,"ID032",20
17777,2010-11-01,"ID135",10
18359,2012-07-05,"ID038",31
18359,2012-07-05,"ID172",33
18359,2012-07-05,"ID071",38
18621,2012-09-30,"ID127",6
17194,2009-09-27,"ID161",37
25175,2018-08-08,"ID142",9
25983,2019-10-09,"ID142",10
25983,2019-10-09,"ID002",22
25983,2019-10-09,"ID031",9
25983,2019-10-09,"ID160",32
25983,2019-10-09,"ID062",10
18019,2011-09-13,"ID087",13
18019,2011-09-13,"ID049",11
19283,2013-10-18,"ID144",28
19683,2014-06-26,"ID153",7
19683,2014-06-26,"ID063",38
19683,2014-06-26,"ID137",20
20904,2015-07-22,"ID149",6
20904,2015-07-22,"ID066",22
20904,2015-07-22,"ID099",28
20904,2015-07-22,"ID141",21
20904,2015-07-22,"ID053",15
21002,2015-08-14,"ID147",24
20582,2015-06-10,"ID027",45
21686,2016-06-11,"ID064",13
21686,2016-06-11,"ID153",9
21686,2016-06-11,"ID105",18
21686,2016-06-11,"ID020",24
26173,2019-07-07,"ID061",13
22316,2017-06-29,"ID008",20
20776,2015-06-28,"ID110",10
22450,2017-10-01,"ID105",20
22450,2017-10-01,"ID063",41
22450,2017-10-01,"ID008",20
18308,2012-06-24,"ID171",10
18308,2012-06-24,"ID130",28
18308,2012-06-24,"ID114",18
18479,2012-08-04,"ID123",20
18479,2012-08-04,"ID099",25
18394,2012-07-08,"ID132",37
19340,2013-10-26,"ID143",16
19922,2014-09-09,"ID057",28
20918,2015-07-27,"ID147",24
16587,2008-06-29,"ID114",14
16938,2009-07-03,"ID086",6
16938,2009-07-03,"ID105",12
16938,2009-07-03,"ID130",25
16938,2009-07-03,"ID164",20
16938,2009-07-03,"ID137",15
16938,2009-07-03,"ID150",11
16938,2009-07-03,"ID057",23
17012,2009-07-14,"ID105",12
18170,2011-11-23,"ID075",15
25450,2019-08-02,"ID147",28
17604,2010-07-26,"ID137",16
17604,2010-07-26,"ID114",16
18077,2011-09-29,"ID140",15
19699,2014-06-29,"ID073",42
24824,2018-07-24,"ID110",13
24824,2018-07-24,"ID114",24
25620,2019-06-05,"ID091",13
16651,2008-07-09,"ID130",24
17776,2010-11-01,"ID073",38
20350,2015-04-28,"ID045",18
20350,2015-04-28,"ID121",21
22021,2016-10-07,"ID167",25
22021,2016-10-07,"ID053",16
25203,2018-08-19,"ID056",22
25556,2019-05-15,"ID073",47
25556,2019-05-15,"ID061",13
25569,2019-05-19,"ID059",7
25569,2019-05-19,"ID110",13
25569,2019-05-19,"ID130",35
25569,2019-05-19,"ID114",25
25569,2019-05-19,"ID031",9
25569,2019-05-19,"ID062",9
25569,2019-05-19,"ID150",21
16760,2008-08-18,"ID029",9
17647,2010-09-16,"ID164",21
20408,2015-05-13,"ID132",39
25513,2019-05-28,"ID147",28
16636,2008-07-04,"ID073",36
16802,2008-09-08,"ID135",8
17089,2009-08-03,"ID155",37
17089,2009-08-03,"ID103",26
19875,2014-07-25,"ID161",42
20419,2015-05-14,"ID073",43
20810,2015-06-29,"ID099",28
20810,2015-06-29,"ID063",39
17076,2009-08-01,"ID169",8
18530,2012-08-30,"ID034",13
18530,2012-08-30,"ID014",25
18530,2012-08-30,"ID166",6
26349,2019-12-02,"ID027",49
18810,2013-06-11,"ID016",6
22207,2017-06-09,"ID006",11
20452,2015-05-21,"ID137",21
20634,2015-06-14,"ID110",10
20634,2015-06-14,"ID130",31
20634,2015-06-14,"ID137",21
20634,2015-06-14,"ID031",5
21173,2015-09-03,"ID137",21
24730,2018-06-30,"ID029",19
20723,2015-06-20,"ID061",9
20742,2015-06-25,"ID135",15
22361,2017-07-10,"ID165",10
18169,2011-11-23,"ID044",4
18358,2012-07-05,"ID083",11
18358,2012-07-05,"ID037",13
19676,2014-06-25,"ID079",15
19676,2014-06-25,"ID037",15
20654,2015-06-15,"ID153",8
20654,2015-06-15,"ID110",10
20654,2015-06-15,"ID105",18
20654,2015-06-15,"ID130",31
20654,2015-06-15,"ID147",24
20654,2015-06-15,"ID114",21
18307,2012-06-24,"ID087",14
18307,2012-06-24,"ID064",9
18307,2012-06-24,"ID110",7
18307,2012-06-24,"ID150",14
19282,2013-10-18,"ID006",7
19826,2014-07-13,"ID086",11
19826,2014-07-13,"ID116",7
20055,2014-10-16,"ID153",7
22198,2017-06-06,"ID130",33
22282,2017-06-19,"ID092",15
22258,2017-06-18,"ID059",6
22258,2017-06-18,"ID110",12
22258,2017-06-18,"ID114",23
22258,2017-06-18,"ID150",19
18292,2012-06-18,"ID159",26
20552,2015-06-05,"ID158",28
25541,2019-05-13,"ID042",43
16503,2008-06-06,"ID071",34
16535,2008-06-22,"ID027",38
16535,2008-06-22,"ID087",10
16535,2008-06-22,"ID010",28
16535,2008-06-22,"ID164",19
16535,2008-06-22,"ID008",11
16535,2008-06-22,"ID150",10
16535,2008-06-22,"ID049",8
17387,2009-12-11,"ID012",37
17387,2009-12-11,"ID063",33
17698,2010-10-07,"ID064",7
17698,2010-10-07,"ID008",13
17698,2010-10-07,"ID117",31
18018,2011-09-13,"ID159",25
16759,2008-08-18,"ID161",36
18326,2012-06-30,"ID064",9
18326,2012-06-30,"ID153",5
18326,2012-06-30,"ID110",7
18326,2012-06-30,"ID105",15
18326,2012-06-30,"ID130",28
18326,2012-06-30,"ID132",37
18326,2012-06-30,"ID162",4
18326,2012-06-30,"ID020",20
18326,2012-06-30,"ID063",36
18326,2012-06-30,"ID114",18
20903,2015-07-22,"ID158",28
26165,2019-07-03,"ID165",12
26165,2019-07-03,"ID035",22
17066,2009-07-30,"ID105",12
17066,2009-07-30,"ID132",34
17066,2009-07-30,"ID020",17
17066,2009-07-30,"ID063",33
17066,2009-07-30,"ID017",7
17193,2009-09-27,"ID051",20
17946,2011-07-12,"ID054",25
19714,2014-06-30,"ID044",7
19714,2014-06-30,"ID154",13
19979,2014-09-25,"ID144",29
21057,2015-08-18,"ID171",14
21057,2015-08-18,"ID130",31
21057,2015-08-18,"ID049",15
21057,2015-08-18,"ID057",29
25596,2019-05-30,"ID073",47
16972,2009-07-05,"ID029",10
20366,2015-04-30,"ID098",16
18212,2011-12-10,"ID027",41
18212,2011-12-10,"ID038",30
18212,2011-12-10,"ID057",25
20386,2015-05-10,"ID159",29
20386,2015-05-10,"ID012",43
20722,2015-06-20,"ID013",25
21070,2015-08-19,"ID064",12
21070,2015-08-19,"ID110",10
21070,2015-08-19,"ID171",14
21070,2015-08-19,"ID130",31
25202,2018-08-19,"ID090",21
17908,2011-06-23,"ID148",4
17908,2011-06-23,"ID064",8
17908,2011-06-23,"ID018",10
17908,2011-06-23,"ID081",34
17908,2011-06-23,"ID134",21
17908,2011-06-23,"ID049",11
19698,2014-06-29,"ID064",11
19752,2014-07-03,"ID042",38
20054,2014-10-16,"ID087",16
20827,2015-06-30,"ID165",7
25586,2019-05-28,"ID093",30
25698,2019-06-25,"ID059",8
25698,2019-06-25,"ID087",21
25698,2019-06-25,"ID110",14
25698,2019-06-25,"ID171",17
25698,2019-06-25,"ID031",9
25698,2019-06-25,"ID150",21
18235,2012-06-08,"ID071",38
18720,2012-10-29,"ID088",24
20519,2015-06-03,"ID113",13
20902,2015-07-22,"ID025",19
25636,2019-06-12,"ID073",47
25644,2019-06-13,"ID148",12
25847,2019-08-02,"ID112",28
16300,2007-06-05,"ID027",37
16300,2007-06-05,"ID093",18
19921,2014-09-09,"ID018",13
22257,2017-06-18,"ID004",5
22314,2017-06-29,"ID117",38
24729,2018-06-30,"ID086",14
24729,2018-06-30,"ID116",11
16592,2008-07-01,"ID086",4
16592,2008-07-01,"ID114",14
17963,2011-07-14,"ID027",41
17963,2011-07-14,"ID054",25
20451,2015-05-21,"ID073",43
20833,2015-07-01,"ID021",15
20833,2015-07-01,"ID029",16
20944,2015-07-30,"ID093",26
20944,2015-07-30,"ID118",28
21709,2016-06-18,"ID021",16
22141,2017-05-30,"ID129",5
22360,2017-07-10,"ID021",17
22360,2017-07-10,"ID061",11
26207,2019-07-18,"ID041",40
16701,2008-07-25,"ID147",17
18465,2012-08-02,"ID116",5
19825,2014-07-13,"ID058",17
16983,2009-07-07,"ID073",37
16983,2009-07-07,"ID041",30
16983,2009-07-07,"ID135",9
18076,2011-09-29,"ID148",5
19682,2014-06-26,"ID087",16
19682,2014-06-26,"ID110",9
19682,2014-06-26,"ID147",23
19682,2014-06-26,"ID164",25
19682,2014-06-26,"ID008",17
19682,2014-06-26,"ID114",20
19682,2014-06-26,"ID062",4
19682,2014-06-26,"ID104",15
19682,2014-06-26,"ID150",16
19682,2014-06-26,"ID049",14
22213,2017-06-10,"ID006",11
22213,2017-06-10,"ID158",30
25449,2019-08-02,"ID169",18
18819,2013-06-12,"ID132",37
20325,2015-04-25,"ID092",12
18751,2013-05-25,"ID087",14
18751,2013-05-25,"ID064",10
18751,2013-05-25,"ID110",7
18751,2013-05-25,"ID018",12
18751,2013-05-25,"ID171",11
18751,2013-05-25,"ID130",29
18751,2013-05-25,"ID132",37
18751,2013-05-25,"ID164",24
18751,2013-05-25,"ID114",19
18751,2013-05-25,"ID150",15
18751,2013-05-25,"ID049",13
19162,2013-09-19,"ID170",27
22087,2017-05-17,"ID089",29
22087,2017-05-17,"ID100",31
22087,2017-05-17,"ID149",8
22087,2017-05-17,"ID067",12
22087,2017-05-17,"ID039",17
22087,2017-05-17,"ID006",10
22087,2017-05-17,"ID145",10
16326,2007-06-12,"ID071",33
20365,2015-04-30,"ID068",19
22313,2017-06-29,"ID069",6
22313,2017-06-29,"ID133",26
22313,2017-06-29,"ID076",30
17036,2009-07-18,"ID020",17
17036,2009-07-18,"ID063",33
17060,2009-07-29,"ID082",10
17603,2010-07-26,"ID164",21
17603,2010-07-26,"ID008",13
18006,2011-09-11,"ID177",18
18006,2011-09-11,"ID081",34
18688,2012-10-20,"ID038",31
18688,2012-10-20,"ID071",38
18688,2012-10-20,"ID137",18
22281,2017-06-19,"ID073",45
22448,2017-10-01,"ID137",23
17073,2009-07-31,"ID082",10
18529,2012-08-30,"ID121",19
18647,2012-10-10,"ID091",6
18647,2012-10-10,"ID092",10
20677,2015-06-16,"ID011",23
20775,2015-06-28,"ID004",3
20826,2015-06-30,"ID050",13
21316,2015-09-29,"ID059",4
21316,2015-09-29,"ID064",12
21316,2015-09-29,"ID153",8
21316,2015-09-29,"ID020",23
21316,2015-09-29,"ID063",39
21316,2015-09-29,"ID004",4
16688,2008-07-22,"ID030",26
16688,2008-07-22,"ID173",14
16971,2009-07-05,"ID110",4
16971,2009-07-05,"ID114",15
17547,2010-06-09,"ID147",19
17712,2010-10-08,"ID150",12
17712,2010-10-08,"ID049",10
18541,2012-09-05,"ID110",7
18541,2012-09-05,"ID018",11
18541,2012-09-05,"ID144",27
18541,2012-09-05,"ID171",11
18541,2012-09-05,"ID164",23
18541,2012-09-05,"ID049",12
18608,2012-09-20,"ID025",16
18608,2012-09-20,"ID068",17
18608,2012-09-20,"ID016",5
18608,2012-09-20,"ID172",33
18848,2013-06-16,"ID038",32
20740,2015-06-25,"ID092",13
16586,2008-06-29,"ID132",33
16586,2008-06-29,"ID020",16
16586,2008-06-29,"ID063",32
17280,2009-10-25,"ID073",37
17280,2009-10-25,"ID080",24
17494,2010-05-17,"ID086",6
17494,2010-05-17,"ID073",38
17494,2010-05-17,"ID029",11
17494,2010-05-17,"ID041",31
19874,2014-07-25,"ID021",14
19874,2014-07-25,"ID142",5
19874,2014-07-25,"ID058",17
19874,2014-07-25,"ID012",42
22424,2017-07-24,"ID059",6
22424,2017-07-24,"ID064",14
22424,2017-07-24,"ID110",12
22424,2017-07-24,"ID114",23
22424,2017-07-24,"ID104",18
22424,2017-07-24,"ID150",19
24728,2018-06-30,"ID021",18
26198,2019-07-17,"ID078",38
21069,2015-08-19,"ID137",21
21231,2015-09-09,"ID054",29
21684,2016-06-11,"ID061",10
17192,2009-09-27,"ID079",10
17589,2010-07-23,"ID073",38
21708,2016-06-18,"ID061",10
25696,2019-06-25,"ID086",15
20336,2015-04-26,"ID159",28
20580,2015-06-10,"ID053",15
16591,2008-07-01,"ID017",6
16900,2009-06-17,"ID105",12
16900,2009-06-17,"ID164",20
16900,2009-06-17,"ID020",17
16900,2009-06-17,"ID063",33
16900,2009-06-17,"ID008",12
16900,2009-06-17,"ID137",15
16900,2009-06-17,"ID017",7
17502,2010-05-20,"ID038",29
17502,2010-05-20,"ID028",37
17502,2010-05-20,"ID152",18
18517,2012-08-17,"ID148",6
18818,2013-06-12,"ID164",24
18818,2013-06-12,"ID008",16
20485,2015-06-01,"ID086",11
20485,2015-06-01,"ID080",30
21172,2015-09-03,"ID165",8
22212,2017-06-10,"ID093",28
24673,2018-06-12,"ID009",6
16534,2008-06-22,"ID159",22
20313,2015-04-18,"ID027",44
21754,2016-06-27,"ID172",37
25188,2018-08-12,"ID020",26
25188,2018-08-12,"ID063",42
25201,2018-08-19,"ID019",10
25311,2018-10-16,"ID086",15
25619,2019-06-05,"ID165",11
25619,2019-06-05,"ID061",13
26186,2019-07-16,"ID014",32
16669,2008-07-12,"ID041",29
17686,2010-09-23,"ID005",14
17686,2010-09-23,"ID169",9
18345,2012-07-04,"ID116",5
18620,2012-09-30,"ID028",39
18620,2012-09-30,"ID122",25
19403,2013-11-09,"ID034",14
20774,2015-06-28,"ID176",15
21530,2016-04-24,"ID142",6
21530,2016-04-24,"ID031",5
21530,2016-04-24,"ID062",6
22163,2017-05-31,"ID089",29
22163,2017-05-31,"ID100",31
22163,2017-05-31,"ID149",8
22163,2017-05-31,"ID039",17
22163,2017-05-31,"ID138",11
22163,2017-05-31,"ID145",10
22163,2017-05-31,"ID088",29
22505,2017-10-14,"ID021",17
25789,2019-09-24,"ID055",30
16635,2008-07-04,"ID070",13
16635,2008-07-04,"ID038",27
18234,2012-06-08,"ID038",31
19751,2014-07-03,"ID023",12
19751,2014-07-03,"ID018",13
19751,2014-07-03,"ID164",25
19751,2014-07-03,"ID008",17
19751,2014-07-03,"ID114",20
19751,2014-07-03,"ID104",15
20825,2015-06-30,"ID080",30
21026,2015-08-16,"ID102",24
21026,2015-08-16,"ID079",16
21026,2015-08-16,"ID095",25
21299,2015-09-23,"ID163",24
25262,2018-09-21,"ID089",30
25262,2018-09-21,"ID167",27
25262,2018-09-21,"ID139",16
17945,2011-07-12,"ID086",8
17945,2011-07-12,"ID029",12
17945,2011-07-12,"ID035",14
19037,2013-08-04,"ID090",16
19037,2013-08-04,"ID061",7
20720,2015-06-20,"ID014",28
21333,2015-10-01,"ID098",17
21621,2016-05-26,"ID031",6
21621,2016-05-26,"ID062",6
22279,2017-06-19,"ID127",11
25669,2019-06-14,"ID171",17
26269,2019-11-08,"ID157",31
26269,2019-11-08,"ID039",19
26269,2019-11-08,"ID138",13
19161,2013-09-19,"ID172",34
19161,2013-09-19,"ID135",13
22309,2017-06-24,"ID110",12
22309,2017-06-24,"ID171",15
22309,2017-06-24,"ID114",23
22309,2017-06-24,"ID104",18
25540,2019-05-13,"ID007",21
25635,2019-06-12,"ID116",12
18357,2012-07-05,"ID058",15
21988,2016-10-05,"ID152",24
26163,2019-07-03,"ID121",26
17538,2010-06-03,"ID041",31
17538,2010-06-03,"ID035",13
20302,2015-04-14,"ID132",39
22423,2017-07-24,"ID159",31
24672,2018-06-12,"ID153",11
16936,2009-07-03,"ID132",34
16936,2009-07-03,"ID020",17
16936,2009-07-03,"ID063",33
16936,2009-07-03,"ID017",7
16950,2009-07-04,"ID082",10
17658,2010-09-20,"ID086",7
17658,2010-09-20,"ID029",11
25695,2019-06-25,"ID158",32
16982,2009-07-07,"ID032",19
16982,2009-07-07,"ID035",12
17108,2009-08-04,"ID011",17
17685,2010-09-23,"ID022",28
17685,2010-09-23,"ID099",23
17859,2011-05-28,"ID137",17
17859,2011-05-28,"ID117",32
19062,2013-08-23,"ID120",15
19596,2013-11-28,"ID063",37
19596,2013-11-28,"ID150",15
21230,2015-09-09,"ID081",38
22206,2017-06-09,"ID129",5
25750,2019-07-16,"ID165",12
16368,2007-06-26,"ID105",10
16368,2007-06-26,"ID063",31
19174,2013-09-20,"ID052",19
20942,2015-07-30,"ID149",6
20942,2015-07-30,"ID123",23
21025,2015-08-16,"ID171",13
21025,2015-08-16,"ID130",31
17848,2010-12-06,"ID108",14
17848,2010-12-06,"ID168",15
16992,2009-07-08,"ID032",19
16992,2009-07-08,"ID071",35
16992,2009-07-08,"ID060",30
16992,2009-07-08,"ID082",10
18396,2012-07-09,"ID140",16
18396,2012-07-09,"ID022",30
18396,2012-07-09,"ID143",14
18396,2012-07-09,"ID118",25
18396,2012-07-09,"ID141",18
18396,2012-07-09,"ID053",12
18396,2012-07-09,"ID046",28
18676,2012-10-16,"ID162",4
20719,2015-06-20,"ID148",8
20719,2015-06-20,"ID143",17
20739,2015-06-25,"ID035",18
20809,2015-06-29,"ID021",15
20809,2015-06-29,"ID026",10
20809,2015-06-29,"ID113",13
20851,2015-07-03,"ID022",33
21582,2016-05-13,"ID148",9
21764,2016-06-28,"ID142",7
21764,2016-06-28,"ID116",9
16501,2008-06-06,"ID117",29
17224,2009-10-10,"ID140",13
17224,2009-10-10,"ID099",22
20824,2015-06-30,"ID019",7
20917,2015-07-27,"ID006",9
21548,2016-04-25,"ID027",45
21548,2016-04-25,"ID172",36
21548,2016-04-25,"ID120",17
26025,2019-06-18,"ID006",13
17810,2010-11-09,"ID048",33
17891,2011-06-22,"ID037",12
18255,2012-06-13,"ID159",26
19268,2013-10-17,"ID022",31
21110,2015-08-26,"ID163",24
21753,2016-06-27,"ID116",9
21753,2016-06-27,"ID062",6
25181,2018-06-03,"ID024",37
25845,2019-08-02,"ID036",17
25845,2019-08-02,"ID084",19
16907,2009-06-20,"ID021",9
17021,2009-07-17,"ID105",12
17021,2009-07-17,"ID020",17
17021,2009-07-17,"ID063",33
19906,2014-09-01,"ID050",12
20899,2015-07-22,"ID006",9
20899,2015-07-22,"ID091",9
20899,2015-07-22,"ID092",13
24671,2018-06-12,"ID105",20
17739,2010-10-17,"ID079",11
17739,2010-10-17,"ID095",20
18499,2012-08-10,"ID172",33
18499,2012-08-10,"ID030",30
18499,2012-08-10,"ID072",25
18499,2012-08-10,"ID173",18
20469,2015-05-27,"ID105",17
20469,2015-05-27,"ID020",22
20469,2015-05-27,"ID063",38
25736,2019-07-07,"ID004",7
16758,2008-08-18,"ID032",18
16758,2008-08-18,"ID012",36
16758,2008-08-18,"ID172",29
19267,2013-10-17,"ID134",23
19969,2014-09-24,"ID149",5
19969,2014-09-24,"ID064",11
19969,2014-09-24,"ID110",9
19969,2014-09-24,"ID053",14
21229,2015-09-09,"ID092",13
22210,2017-06-10,"ID024",36
22308,2017-06-24,"ID061",11
24664,2018-06-11,"ID092",16
20518,2015-06-03,"ID125",15
20536,2015-06-04,"ID073",43
24689,2018-06-17,"ID111",18
24821,2018-07-24,"ID134",28
25618,2019-06-05,"ID116",12
25643,2019-06-13,"ID151",8
25643,2019-06-13,"ID112",28
16880,2009-06-09,"ID081",32
17555,2010-06-11,"ID073",38
18809,2013-06-11,"ID022",31
18809,2013-06-11,"ID099",26
21877,2016-09-04,"ID062",7
21877,2016-09-04,"ID035",19
24724,2018-06-28,"ID090",21
24724,2018-06-28,"ID102",27
24724,2018-06-28,"ID019",10
24724,2018-06-28,"ID056",22
24724,2018-06-28,"ID033",11
24724,2018-06-28,"ID135",18
24724,2018-06-28,"ID079",19
24724,2018-06-28,"ID166",12
24724,2018-06-28,"ID035",21
16496,2008-06-05,"ID086",4
16879,2009-06-09,"ID177",16
16906,2009-06-20,"ID029",10
17645,2010-09-16,"ID146",25
17867,2011-06-01,"ID159",25
17867,2011-06-01,"ID029",12
19036,2013-08-04,"ID079",14
19725,2014-07-01,"ID174",7
19725,2014-07-01,"ID156",38
26085,2019-07-02,"ID125",19
17840,2010-11-30,"ID132",35
20832,2015-07-01,"ID149",6
20832,2015-07-01,"ID123",23
20832,2015-07-01,"ID107",41
20832,2015-07-01,"ID035",18
21068,2015-08-19,"ID086",12
22205,2017-06-09,"ID092",15
22359,2017-07-10,"ID172",38
22359,2017-07-10,"ID116",10
22359,2017-07-10,"ID135",17
25687,2019-06-24,"ID002",22
16272,2007-05-31,"ID092",5
16916,2009-06-21,"ID105",12
16916,2009-06-21,"ID130",25
16916,2009-06-21,"ID020",17
16916,2009-06-21,"ID063",33
16916,2009-06-21,"ID137",15
16916,2009-06-21,"ID117",30
16916,2009-06-21,"ID017",7
18997,2013-07-24,"ID015",15
18997,2013-07-24,"ID002",16
18997,2013-07-24,"ID168",18
19845,2014-07-15,"ID171",12
19854,2014-07-18,"ID131",21
19854,2014-07-18,"ID152",22
20484,2015-06-01,"ID029",16
20484,2015-06-01,"ID061",9
22062,2016-10-26,"ID144",31
24779,2018-07-12,"ID143",20
18336,2012-07-02,"ID020",20
16699,2008-07-25,"ID092",6
17479,2010-05-11,"ID018",9
17493,2010-05-17,"ID105",12
17493,2010-05-17,"ID020",17
17493,2010-05-17,"ID063",33
17493,2010-05-17,"ID114",16
20941,2015-07-30,"ID125",15
22307,2017-06-24,"ID064",14
16732,2008-08-06,"ID015",10
16732,2008-08-06,"ID037",9
17545,2010-06-09,"ID091",4
19301,2013-10-22,"ID064",10
20037,2014-10-14,"ID086",11
21941,2016-09-29,"ID073",44
25173,2018-08-08,"ID099",31
25173,2018-08-08,"ID042",42
25173,2018-08-08,"ID053",18
25545,2019-05-14,"ID027",49
25617,2019-06-05,"ID041",40
25694,2019-06-25,"ID073",47
16584,2008-06-29,"ID073",36
16668,2008-07-12,"ID161",36
16871,2009-06-08,"ID028",36
21204,2015-09-08,"ID052",21
21752,2016-06-27,"ID135",16
25303,2018-10-15,"ID153",11
19402,2013-11-09,"ID054",27
21547,2016-04-25,"ID142",6
16687,2008-07-22,"ID060",29
16790,2008-09-03,"ID060",29
17203,2009-10-01,"ID144",24
17931,2011-07-02,"ID027",41
17987,2011-07-20,"ID003",15
19280,2013-10-18,"ID052",19
19280,2013-10-18,"ID121",20
21109,2015-08-26,"ID159",29
21706,2016-06-18,"ID034",17
21706,2016-06-18,"ID014",29
18022,2011-09-14,"ID027",41
18022,2011-09-14,"ID087",13
18022,2011-09-14,"ID171",10
18022,2011-09-14,"ID164",22
18022,2011-09-14,"ID008",14
19750,2014-07-03,"ID098",16
19750,2014-07-03,"ID016",7
19750,2014-07-03,"ID091",8
19873,2014-07-25,"ID131",21
21203,2015-09-08,"ID105",18
21919,2016-09-21,"ID142",7
21919,2016-09-21,"ID031",6
24761,2018-07-09,"ID086",15
17508,2010-05-25,"ID071",36
20335,2015-04-26,"ID116",7
21581,2016-05-13,"ID042",40
17588,2010-07-23,"ID078",29
18305,2012-06-24,"ID132",36
19844,2014-07-15,"ID003",18
21638,2016-05-28,"ID125",16
22125,2017-05-29,"ID116",10
22240,2017-06-14,"ID013",27
22306,2017-06-24,"ID159",31
22504,2017-10-14,"ID064",14
22504,2017-10-14,"ID171",16
17524,2010-06-02,"ID107",36
17524,2010-06-02,"ID172",31
17524,2010-06-02,"ID060",31
17524,2010-06-02,"ID082",11
17880,2011-06-15,"ID130",27
17880,2011-06-15,"ID114",17
21843,2016-08-25,"ID172",37
22086,2017-05-17,"ID151",6
22086,2017-05-17,"ID092",15
22086,2017-05-17,"ID049",17
16710,2008-07-26,"ID037",9
17205,2009-10-02,"ID087",11
17711,2010-10-08,"ID032",20
17711,2010-10-08,"ID018",9
17711,2010-10-08,"ID051",21
19097,2013-08-28,"ID027",43
21802,2016-07-14,"ID119",34
21802,2016-07-14,"ID085",5
21802,2016-07-14,"ID015",18
21802,2016-07-14,"ID160",29
22099,2017-05-18,"ID100",31
22099,2017-05-18,"ID157",29
22099,2017-05-18,"ID039",17
22099,2017-05-18,"ID088",29
22358,2017-07-10,"ID074",40
22358,2017-07-10,"ID018",16
22358,2017-07-10,"ID112",26
24626,2018-06-26,"ID117",39
25642,2019-06-13,"ID093",30
25642,2019-06-13,"ID042",43
16820,2008-09-15,"ID164",19
21987,2016-10-05,"ID108",20
22422,2017-07-24,"ID004",5
25533,2019-05-12,"ID019",11
25533,2019-05-12,"ID051",30
25533,2019-05-12,"ID135",19
25533,2019-05-12,"ID079",20
25533,2019-05-12,"ID035",22
25575,2019-05-27,"ID163",27
16970,2009-07-05,"ID120",11
16970,2009-07-05,"ID036",7
16970,2009-07-05,"ID084",9
17063,2009-07-30,"ID092",7
17087,2009-08-03,"ID078",28
17738,2010-10-17,"ID021",10
19620,2014-06-08,"ID171",12
19694,2014-06-29,"ID133",23
21751,2016-06-27,"ID142",7
16324,2007-06-12,"ID011",15
17865,2011-05-31,"ID051",22
18110,2011-10-18,"ID114",17
18528,2012-08-30,"ID125",12
18749,2013-05-25,"ID086",9
18749,2013-05-25,"ID058",16
18846,2013-06-16,"ID070",18
20773,2015-06-28,"ID146",30
20773,2015-06-28,"ID118",28
25811,2019-09-25,"ID089",31
25811,2019-09-25,"ID068",24
16747,2008-08-14,"ID052",14
16747,2008-08-14,"ID010",29
16747,2008-08-14,"ID008",11
20334,2015-04-26,"ID051",25
20577,2015-06-10,"ID159",29
20577,2015-06-10,"ID147",24
20625,2015-06-12,"ID034",16
21432,2015-10-28,"ID146",30
21432,2015-10-28,"ID099",28
21432,2015-10-28,"ID118",28
22734,2018-05-31,"ID076",31
22745,2018-06-03,"ID134",28
25584,2019-05-28,"ID053",19
17889,2011-06-17,"ID105",14
17889,2011-06-17,"ID130",27
17889,2011-06-17,"ID164",22
17889,2011-06-17,"ID020",19
17889,2011-06-17,"ID063",35
17889,2011-06-17,"ID008",14
19160,2013-09-19,"ID021",13
19160,2013-09-19,"ID133",22
25544,2019-05-14,"ID041",40
16867,2009-06-07,"ID086",5
16919,2009-06-22,"ID022",27
16919,2009-06-22,"ID027",39
16919,2009-06-22,"ID087",11
16919,2009-06-22,"ID098",11
16919,2009-06-22,"ID064",6
16919,2009-06-22,"ID099",22
16919,2009-06-22,"ID110",4
16919,2009-06-22,"ID171",7
16919,2009-06-22,"ID130",25
16919,2009-06-22,"ID036",7
16919,2009-06-22,"ID114",15
16919,2009-06-22,"ID053",9
16919,2009-06-22,"ID092",7
16919,2009-06-22,"ID150",11
