"Observation.ID","Date","Dolphin.ID","Age"
18506,2012-08-11,"ID041",33
18506,2012-08-11,"ID121",19
20050,2014-10-16,"ID141",20
20345,2015-04-28,"ID137",21
21353,2015-10-10,"ID059",4
21353,2015-10-10,"ID087",17
21353,2015-10-10,"ID064",12
21353,2015-10-10,"ID110",10
21353,2015-10-10,"ID105",18
21353,2015-10-10,"ID130",31
21353,2015-10-10,"ID162",7
21353,2015-10-10,"ID020",23
21353,2015-10-10,"ID063",39
21353,2015-10-10,"ID008",18
21353,2015-10-10,"ID004",4
21353,2015-10-10,"ID114",21
21353,2015-10-10,"ID150",17
21353,2015-10-10,"ID049",15
22037,2016-10-13,"ID091",10
22670,2017-10-14,"ID163",26
25508,2019-05-28,"ID031",9
17228,2009-10-15,"ID159",23
